replicate,iteration,logLik,alpha_T,alpha_H,alpha_W,E,delta_c,delta_s,sigma,tau,method,job_id
0,0,,0.4813031256198883,0.5138148069381714,0.481899619102478,5.386209011077881,0.0,0.0,0.5887693762779236,0.5009143948554993,mif,25
0,1,-1075.6043701171875,0.18641144037246704,0.836446225643158,0.634812593460083,22.572677612304688,-0.4524667263031006,0.11466341465711594,0.44618839025497437,0.24696317315101624,mif,25
0,2,-954.6755981445312,0.0526408925652504,0.388599693775177,0.30514657497406006,9.115151405334473,0.0074854507111012936,0.3417035937309265,0.4295088052749634,0.23725512623786926,mif,25
0,3,-787.7412719726562,0.02505304291844368,-0.06376716494560242,1.004544973373413,11.237701416015625,-0.07271086424589157,0.43747782707214355,0.4465743899345398,0.16794344782829285,mif,25
0,4,-800.4783325195312,0.017521295696496964,-0.09238795191049576,0.512104868888855,5.148626327514648,0.34334462881088257,0.6379190683364868,0.41994357109069824,0.16869214177131653,mif,25
0,5,-798.7483520507812,0.014277810230851173,-0.032148994505405426,0.7248367667198181,9.455955505371094,0.20467349886894226,0.3228287696838379,0.4269106090068817,0.2040359377861023,mif,25
0,6,-776.7217407226562,0.012281191535294056,-0.30144423246383667,1.3331977128982544,12.547359466552734,-0.006836394313722849,0.4127771854400635,0.49216973781585693,0.12396702170372009,mif,25
0,7,-830.0457763671875,0.010821583680808544,0.01498817466199398,0.7731829881668091,10.492305755615234,-0.1266220211982727,0.4583291709423065,0.47400152683258057,0.13245023787021637,mif,25
0,8,-818.2271728515625,0.009160120971500874,0.04466824606060982,0.8687648773193359,7.394242763519287,0.4860924780368805,0.5095318555831909,0.4582279920578003,0.21971720457077026,mif,25
0,9,-831.8773193359375,0.008221618831157684,0.2335611879825592,0.43374666571617126,8.926002502441406,-0.2272195667028427,0.34774085879325867,0.4306878447532654,0.15526194870471954,mif,25
0,10,-823.1813354492188,0.007495333906263113,0.15185683965682983,1.0333114862442017,13.240440368652344,-0.17666327953338623,0.3946921229362488,0.4714599847793579,0.09430286288261414,mif,25
0,11,-836.9093627929688,0.007276077289134264,-0.12375856935977936,0.8569893836975098,11.083246231079102,0.03204670548439026,0.281555712223053,0.4333706200122833,0.1511295735836029,mif,25
0,12,-800.8861694335938,0.00737127335742116,0.1972859799861908,0.24640728533267975,7.072459697723389,0.3700065314769745,-0.1944383829832077,0.4309351444244385,0.11150208115577698,mif,25
0,13,-849.9713134765625,0.0067495908588171005,0.43457287549972534,0.19283252954483032,6.699435234069824,0.23725228011608124,0.30236294865608215,0.5066888928413391,0.15159344673156738,mif,25
0,14,-857.59521484375,0.0064158970490098,0.03162031248211861,1.0417537689208984,12.776468276977539,0.6542761325836182,0.03550303727388382,0.489102303981781,0.056110017001628876,mif,25
0,15,-1553.813232421875,0.005244541447609663,0.0026611555367708206,1.2580305337905884,10.277328491210938,0.39334529638290405,0.5554426908493042,0.46686941385269165,0.04781252145767212,mif,25
0,16,-919.4171142578125,0.006656075827777386,0.050234176218509674,0.8824020028114319,14.798858642578125,-0.04635631665587425,0.06104518100619316,0.47518569231033325,0.0777190551161766,mif,25
0,17,-810.2185668945312,0.007538057863712311,0.065261110663414,0.7264881134033203,7.938797950744629,0.5057690739631653,0.3655339479446411,0.40866512060165405,0.14029870927333832,mif,25
0,18,-811.89599609375,0.007495519705116749,0.028967516496777534,0.9634002447128296,11.641563415527344,-0.08972186595201492,0.4839857816696167,0.42523762583732605,0.11539274454116821,mif,25
0,19,-810.8419799804688,0.006041308399289846,0.07374012470245361,0.9548803567886353,8.66210651397705,0.4036068320274353,0.6022366285324097,0.39814692735671997,0.1224837377667427,mif,25
0,20,-794.0673828125,0.0051245298236608505,0.03633270412683487,0.6658779382705688,9.76417064666748,0.1622537523508072,0.2925843894481659,0.48380163311958313,0.20991259813308716,mif,25
0,21,-777.0343627929688,0.004949470981955528,0.18695034086704254,0.5359372496604919,6.983095169067383,0.37894031405448914,0.5151650309562683,0.4014003872871399,0.2173362672328949,mif,25
0,22,-786.3506469726562,0.0055865272879600525,0.12903234362602234,0.5702381730079651,6.846682548522949,0.37771618366241455,0.4308227598667145,0.4115338623523712,0.15520036220550537,mif,25
0,23,-783.6700439453125,0.006296700797975063,0.09045016020536423,0.8287784457206726,8.770403861999512,0.4585410952568054,0.4356164038181305,0.4381546080112457,0.17236833274364471,mif,25
0,24,-817.6361083984375,0.008238383568823338,0.1774546205997467,0.7389556765556335,9.523847579956055,0.05088578909635544,0.4687569737434387,0.43880754709243774,0.12323123216629028,mif,25
0,25,-810.5361938476562,0.011421065777540207,0.3051583170890808,0.6159725189208984,10.270893096923828,0.07979395985603333,0.3532559871673584,0.4255860447883606,0.17455297708511353,mif,25
0,26,-814.48095703125,0.012682227417826653,0.14941641688346863,0.5414802432060242,7.133849143981934,0.49548712372779846,0.3044235110282898,0.4649506211280823,0.09976095706224442,mif,25
0,27,-813.8735961914062,0.01419791579246521,-0.07185652107000351,0.5251659750938416,7.398464202880859,0.20339448750019073,0.24999426305294037,0.4754490852355957,0.09028904139995575,mif,25
0,28,-814.205322265625,0.016311626881361008,-0.12155240029096603,0.5202161073684692,6.651520729064941,0.3100220859050751,0.34502673149108887,0.47901245951652527,0.12953707575798035,mif,25
0,29,-890.29931640625,0.015202317386865616,-0.19871585071086884,0.8418121933937073,7.503205299377441,-0.06729903817176819,0.6658333539962769,0.4332149028778076,0.10758841037750244,mif,25
0,30,-905.22900390625,0.014518747106194496,0.04176982492208481,0.600074291229248,6.030301094055176,0.7701046466827393,0.09301809966564178,0.5087850689888,0.07649855315685272,mif,25
0,31,-855.2483520507812,0.01423989050090313,0.034195512533187866,0.3546394109725952,5.45326042175293,0.05995546653866768,0.37597906589508057,0.4068310260772705,0.15211640298366547,mif,25
0,32,-772.0996704101562,0.015876643359661102,0.07416098564863205,0.435298889875412,9.594135284423828,-0.18809637427330017,0.4256947636604309,0.42692577838897705,0.22438551485538483,mif,25
0,33,-788.5404052734375,0.017370309680700302,0.045378416776657104,0.6533580422401428,9.206841468811035,0.06346938014030457,0.45739832520484924,0.31730586290359497,0.28510260581970215,mif,25
0,34,-809.9244384765625,0.017057666555047035,0.007823529653251171,0.6671879887580872,8.11921501159668,0.23164935410022736,0.3455064594745636,0.39724481105804443,0.1647365838289261,mif,25
0,35,-813.1677856445312,0.015644434839487076,-0.07283270359039307,0.5674051642417908,6.766613006591797,0.22120161354541779,0.4703586995601654,0.42358797788619995,0.15700270235538483,mif,25
0,36,-800.1981811523438,0.013298752717673779,-0.03324690833687782,0.5331774353981018,7.097201824188232,0.0901506096124649,0.5404969453811646,0.41548609733581543,0.139084130525589,mif,25
0,37,-806.7279052734375,0.014479780569672585,-0.04924539849162102,0.5537908673286438,8.033075332641602,0.22782330214977264,0.4160592555999756,0.4571443498134613,0.13005085289478302,mif,25
0,38,-812.5786743164062,0.0139986677095294,-0.11819682270288467,0.5811100006103516,6.380408763885498,0.4164409935474396,0.3041382431983948,0.39605048298835754,0.14018341898918152,mif,25
0,39,-881.3018798828125,0.01164364442229271,-0.050256919115781784,0.4997941851615906,6.244993209838867,0.1067240908741951,0.5553216338157654,0.42862194776535034,0.09775698184967041,mif,25
0,40,-892.8713989257812,0.01038927398622036,-0.143687441945076,0.5505252480506897,6.162203788757324,0.24876533448696136,0.35897257924079895,0.4145700931549072,0.09214913845062256,mif,25
0,41,-895.0364379882812,0.009968472644686699,-0.07507990300655365,0.7472741007804871,8.339003562927246,0.4574298560619354,0.4568673074245453,0.41817712783813477,0.09448373317718506,mif,25
0,42,-877.052490234375,0.010139242745935917,-0.007405021693557501,0.5302152037620544,7.490847110748291,0.33860862255096436,0.37878644466400146,0.33912667632102966,0.14025436341762543,mif,25
0,43,-819.3984375,0.009839111939072609,0.028778402134776115,0.5523054599761963,7.51030158996582,0.13887979090213776,0.37946924567222595,0.37898311018943787,0.15615026652812958,mif,25
0,44,-814.4334716796875,0.012411793693900108,-0.014874383807182312,0.6508084535598755,7.542657375335693,0.25548410415649414,0.40695109963417053,0.37157386541366577,0.15876328945159912,mif,25
0,45,-794.2955932617188,0.013401752337813377,-0.0057368203997612,0.5111441016197205,6.5149030685424805,0.3606703579425812,0.45579421520233154,0.3838104009628296,0.1626826524734497,mif,25
0,46,-825.5448608398438,0.014649108052253723,0.00643922621384263,0.4260327219963074,6.213927745819092,-0.03165484219789505,0.3181641399860382,0.3431718051433563,0.15190637111663818,mif,25
0,47,-800.1802368164062,0.01372953224927187,-0.08850326389074326,0.28572893142700195,5.302407264709473,0.050152115523815155,0.35730624198913574,0.3448455333709717,0.19815225899219513,mif,25
0,48,-803.2095947265625,0.013224216178059578,-0.07368029654026031,0.5086333155632019,6.866401195526123,0.17582973837852478,0.20228949189186096,0.33040982484817505,0.17321445047855377,mif,25
0,49,-804.7848510742188,0.014735342934727669,-0.027491357177495956,0.6552651524543762,9.365691184997559,0.11075479537248611,0.4667626917362213,0.3610585033893585,0.18212012946605682,mif,25
0,50,-825.6599731445312,0.014435742050409317,0.029613444581627846,0.4143044054508209,7.8527607917785645,-0.046137191355228424,0.33936408162117004,0.35079190135002136,0.1726013422012329,mif,25
0,51,-767.260986328125,0.014235246926546097,0.09313810616731644,0.4446207880973816,8.285964012145996,-0.07366881519556046,0.3566540479660034,0.3503132462501526,0.15975748002529144,mif,25
0,52,-810.4384155273438,0.012456492520868778,0.1268213838338852,0.42608320713043213,6.536341667175293,0.08790314942598343,0.5220584273338318,0.3654029369354248,0.14318901300430298,mif,25
0,53,-786.2847900390625,0.01124782208353281,0.09233340620994568,0.4157557487487793,7.4696760177612305,0.027684815227985382,0.2904945909976959,0.3520583212375641,0.17558073997497559,mif,25
0,54,-799.3789672851562,0.010985003784298897,0.11704989522695541,0.2898464798927307,6.8135223388671875,0.05548713728785515,0.45257988572120667,0.3396912217140198,0.15891307592391968,mif,25
0,55,-810.3331298828125,0.011969665065407753,0.04398021101951599,0.3999646008014679,7.0709004402160645,0.16457366943359375,0.39355775713920593,0.3918689489364624,0.14193755388259888,mif,25
0,56,-875.9960327148438,0.010965686291456223,0.10497717559337616,0.45420295000076294,7.605208873748779,0.2886049747467041,0.2651078402996063,0.3353269696235657,0.11864660680294037,mif,25
0,57,-875.8648071289062,0.010145128704607487,0.14882034063339233,0.27452099323272705,6.24196720123291,0.19217956066131592,0.3616231679916382,0.33633938431739807,0.11262404173612595,mif,25
0,58,-849.6182861328125,0.009940130636096,0.19181665778160095,0.32423365116119385,6.625380039215088,0.33020561933517456,0.34929871559143066,0.342765748500824,0.1322650909423828,mif,25
0,59,-846.7718505859375,0.009724403731524944,0.21816778182983398,0.2902504801750183,7.733243942260742,0.19819915294647217,0.391577810049057,0.34285876154899597,0.11607520282268524,mif,25
0,60,-849.7495727539062,0.008953625336289406,0.2615787386894226,0.37152692675590515,7.697847843170166,0.26505276560783386,0.23488791286945343,0.34960347414016724,0.11131893843412399,mif,25
0,61,-836.2672119140625,0.00890435092151165,0.27314332127571106,0.39059850573539734,8.960606575012207,0.1475684642791748,0.49213775992393494,0.36047792434692383,0.1218283623456955,mif,25
0,62,-806.7084350585938,0.008934794925153255,0.343351274728775,0.3720577657222748,9.09404182434082,0.1394047886133194,0.1844242513179779,0.3411353826522827,0.12432196736335754,mif,25
0,63,-886.8187255859375,0.00894913449883461,0.3554137945175171,0.36011382937431335,8.91779613494873,0.24777179956436157,0.3255020081996918,0.3372289538383484,0.1242479756474495,mif,25
0,64,-883.4684448242188,0.0077694132924079895,0.4078211784362793,0.3928757607936859,8.914617538452148,0.1054830476641655,0.4524838924407959,0.3256511688232422,0.13196060061454773,mif,25
