replicate,iteration,logLik,alpha_T,alpha_H,alpha_W,E,delta_c,delta_s,sigma,tau,method,job_id
0,0,,0.43562257289886475,0.4318981468677521,0.49793878197669983,4.322134971618652,0.0,0.0,0.4021008014678955,0.5040212869644165,mif,22
0,1,-1032.948974609375,0.09764447808265686,0.22575166821479797,1.0826027393341064,22.808246612548828,-0.47511014342308044,0.07188642770051956,0.3687787652015686,0.2969833016395569,mif,22
0,2,-854.5225830078125,0.04418496787548065,-0.5326940417289734,1.4127740859985352,17.081165313720703,-0.4282923638820648,0.25795111060142517,0.44281554222106934,0.18530325591564178,mif,22
0,3,-864.9710083007812,0.024022869765758514,-0.09868837893009186,0.9974177479743958,10.297688484191895,0.027680523693561554,0.5052692294120789,0.4715346097946167,0.16141673922538757,mif,22
0,4,-849.15771484375,0.017615027725696564,0.03765512630343437,0.5367400646209717,6.396822929382324,0.3972826302051544,0.5109440088272095,0.461050808429718,0.12443975359201431,mif,22
0,5,-1063.431640625,0.011798711493611336,-0.07952029258012772,0.5499847531318665,12.726399421691895,-0.26186344027519226,-0.06373906135559082,0.42008212208747864,0.2338474541902542,mif,22
0,6,-815.7177124023438,0.008351603522896767,0.43064409494400024,0.28162455558776855,11.579280853271484,-0.28861838579177856,0.056162379682064056,0.48612290620803833,0.14940136671066284,mif,22
0,7,-1092.339111328125,0.010476186871528625,0.22291509807109833,0.3867128789424896,3.1481852531433105,0.7965129613876343,0.816490113735199,0.585292637348175,0.04049161076545715,mif,22
0,8,-830.656005859375,0.013755692169070244,-0.3631089925765991,1.3045153617858887,7.682211875915527,0.515159010887146,0.7389788627624512,0.3630618155002594,0.2986154556274414,mif,22
0,9,-799.5999755859375,0.013282021507620811,0.01819726638495922,0.6969379186630249,15.034737586975098,-0.456687867641449,-0.061076536774635315,0.42548632621765137,0.15682561695575714,mif,22
0,10,-797.2864990234375,0.012381946668028831,0.14857445657253265,0.3041366636753082,7.626193046569824,0.11005526781082153,0.07901149243116379,0.3934953808784485,0.27075156569480896,mif,22
0,11,-794.8233642578125,0.0070679644122719765,-0.06398802995681763,0.8964748382568359,7.6721906661987305,0.19236035645008087,0.5742922425270081,0.4217935800552368,0.10867414623498917,mif,22
0,12,-909.8246459960938,0.008843984454870224,0.12738759815692902,0.39939647912979126,8.061189651489258,0.13145218789577484,0.17492911219596863,0.4119758903980255,0.13590659201145172,mif,22
0,13,-799.8916015625,0.009438464418053627,0.11353778094053268,0.8690049052238464,13.06766128540039,0.1641918122768402,0.22263459861278534,0.41771167516708374,0.16309574246406555,mif,22
0,14,-783.6113891601562,0.009912971407175064,0.04093903675675392,0.78913813829422,10.374770164489746,0.24179790914058685,0.3838719129562378,0.39301958680152893,0.23228521645069122,mif,22
0,15,-804.377685546875,0.010148398578166962,0.006524042226374149,0.8329350352287292,9.989551544189453,0.4536145329475403,0.1962904930114746,0.4697713851928711,0.09819138795137405,mif,22
0,16,-848.0095825195312,0.01021219976246357,0.08572571724653244,0.5033172369003296,10.1884765625,0.0552152656018734,0.15910153090953827,0.4349675178527832,0.1383601874113083,mif,22
0,17,-839.4544677734375,0.008296662010252476,0.23100067675113678,0.9058533310890198,11.397018432617188,0.3938952684402466,0.3607475757598877,0.4269809424877167,0.2018030285835266,mif,22
0,18,-785.6832275390625,0.009957308880984783,-0.0780254602432251,1.0351089239120483,11.601724624633789,0.01795104891061783,0.35086938738822937,0.42060360312461853,0.20336416363716125,mif,22
0,19,-794.8383178710938,0.009967132471501827,-0.17532770335674286,0.8128406405448914,7.971912384033203,0.3175196945667267,0.4717467725276947,0.38344210386276245,0.1851748824119568,mif,22
0,20,-791.9232177734375,0.010967899113893509,-0.05151965469121933,1.0477856397628784,10.827228546142578,0.2983219623565674,0.3793814778327942,0.3786526322364807,0.2451399266719818,mif,22
0,21,-792.6210327148438,0.006459231488406658,0.14173971116542816,0.594351589679718,10.273560523986816,-0.04021356999874115,0.26985716819763184,0.3814758360385895,0.17246153950691223,mif,22
0,22,-878.1697387695312,0.0071039218455553055,-0.04972350224852562,0.6599916219711304,9.712735176086426,-0.036710891872644424,0.31490838527679443,0.49399369955062866,0.07854568958282471,mif,22
0,23,-808.7069091796875,0.006370587274432182,-0.0183503869920969,0.7163919806480408,7.745882034301758,0.198640838265419,0.5508844256401062,0.41745054721832275,0.16496218740940094,mif,22
