replicate,iteration,logLik,alpha_T,alpha_H,alpha_W,E,delta_c,delta_s,sigma,tau,method,job_id
0,0,,0.5109068751335144,0.5737967491149902,0.5605573654174805,5.049980163574219,0.0,0.0,0.42727580666542053,0.5915042161941528,mif,39
0,1,-1072.8509521484375,0.502373456954956,0.44365474581718445,1.0527948141098022,21.26418113708496,-0.486419141292572,0.31305819749832153,0.35205453634262085,0.3909940719604492,mif,39
0,2,-971.6871337890625,0.08343161642551422,-0.14062844216823578,1.2599684000015259,24.393264770507812,-0.5368887186050415,-0.06389542669057846,0.4243609607219696,0.1902671903371811,mif,39
0,3,-849.2970581054688,0.02579718828201294,-0.042815931141376495,0.3870426416397095,8.81823444366455,0.3312079608440399,-0.2425939440727234,0.44175460934638977,0.1932995617389679,mif,39
0,4,-994.7971801757812,0.02558150328695774,0.27671509981155396,0.2879141867160797,10.565713882446289,-0.4561096131801605,0.02279282733798027,0.47959092259407043,0.1268845796585083,mif,39
0,5,-841.9465942382812,0.026238400489091873,0.0938376784324646,0.8883211016654968,9.99389362335205,0.23755337297916412,0.5477167963981628,0.4375278353691101,0.15665769577026367,mif,39
0,6,-835.9515380859375,0.037011127918958664,-0.3935067653656006,1.1286571025848389,9.392162322998047,0.12485680729150772,0.6748863458633423,0.4615863263607025,0.11087397485971451,mif,39
0,7,-1157.6568603515625,0.028779083862900734,-0.35629624128341675,1.222879409790039,15.46636962890625,-0.24997299909591675,0.1841183453798294,0.4940792918205261,0.060976967215538025,mif,39
0,8,-1076.2109375,0.031576357781887054,-0.25983545184135437,1.2078464031219482,15.311016082763672,-0.176707461476326,0.2763444185256958,0.448739230632782,0.1371375471353531,mif,39
0,9,-962.0209350585938,0.030263295397162437,-0.5601164698600769,1.5870531797409058,10.37781810760498,0.3987397253513336,0.5164855718612671,0.4565783739089966,0.11197575181722641,mif,39
0,10,-815.8513793945312,0.027687780559062958,-0.22373303771018982,1.0049245357513428,9.869721412658691,-0.05498535931110382,0.6431467533111572,0.3645316958427429,0.3086645305156708,mif,39
0,11,-912.8681640625,0.027689239010214806,0.021752486005425453,0.647298276424408,8.607315063476562,0.16687823832035065,0.4427509009838104,0.42333167791366577,0.15215861797332764,mif,39
0,12,-786.5578002929688,0.029621858149766922,0.003445388749241829,0.7844876646995544,8.574359893798828,0.4961196184158325,0.406556099653244,0.3992457389831543,0.216288760304451,mif,39
0,13,-960.7579956054688,0.027091041207313538,-0.20382492244243622,0.45314663648605347,7.168375015258789,0.13362500071525574,0.4425641596317291,0.44070422649383545,0.08175478875637054,mif,39
0,14,-830.1807250976562,0.027930989861488342,-0.12881216406822205,0.3155539035797119,4.933518409729004,-0.14201898872852325,0.5736788511276245,0.47050797939300537,0.13071683049201965,mif,39
0,15,-858.1279296875,0.03164270892739296,-0.25353488326072693,0.6242192387580872,6.963527679443359,-0.11094234883785248,0.4758189916610718,0.46037614345550537,0.12033577263355255,mif,39
0,16,-793.3519897460938,0.02083098329603672,-0.2319311499595642,0.7194859385490417,6.946926116943359,0.2867189347743988,0.4276488721370697,0.4337058365345001,0.18801869451999664,mif,39
0,17,-875.9295654296875,0.017544278874993324,0.10303357988595963,0.36746862530708313,6.026583194732666,0.46235325932502747,-0.26148721575737,0.41009435057640076,0.1258493810892105,mif,39
0,18,-790.8670654296875,0.02425648272037506,-0.20188964903354645,0.6953907608985901,6.8401780128479,0.3106078505516052,0.502227783203125,0.3737195134162903,0.22116093337535858,mif,39
0,19,-805.4693603515625,0.021118659526109695,0.005538671277463436,0.8314487338066101,10.668627738952637,0.33122724294662476,0.18351104855537415,0.4186912775039673,0.136571004986763,mif,39
0,20,-928.1599731445312,0.01884714886546135,-0.021545011550188065,0.7505770921707153,11.313638687133789,-0.2914012372493744,0.24375027418136597,0.42221799492836,0.09438599646091461,mif,39
0,21,-897.0525512695312,0.02148856595158577,0.08880347013473511,0.4612813889980316,8.197422981262207,-0.01830715499818325,0.4535507559776306,0.4300804138183594,0.15205445885658264,mif,39
0,22,-800.0076904296875,0.026752889156341553,-0.0416083000600338,0.43646225333213806,9.78027057647705,-0.6007894277572632,0.18583844602108002,0.4299681782722473,0.16278111934661865,mif,39
0,23,-818.2764282226562,0.018140189349651337,-0.0007133503095246851,0.8465638160705566,8.482016563415527,0.6177500486373901,0.3757147789001465,0.3938293755054474,0.15345832705497742,mif,39
0,24,-808.275146484375,0.020547853782773018,-0.2114802896976471,0.6416347622871399,9.451508522033691,-0.13372662663459778,0.34974321722984314,0.4127090275287628,0.18130117654800415,mif,39
0,25,-836.877685546875,0.021886060014367104,-0.23490431904792786,0.7379780411720276,7.4607110023498535,0.11678311228752136,0.5447998642921448,0.4322544038295746,0.12833786010742188,mif,39
0,26,-778.09765625,0.02218887209892273,0.05151040479540825,0.436070054769516,7.885300159454346,-0.07716389745473862,0.4054057002067566,0.406196653842926,0.18282926082611084,mif,39
0,27,-794.6937866210938,0.022811349481344223,0.029000813141465187,0.43653953075408936,10.172483444213867,-0.18933802843093872,0.15597319602966309,0.42672938108444214,0.10276900976896286,mif,39
0,28,-837.8894653320312,0.016860200092196465,-0.06902080029249191,0.6600374579429626,8.491926193237305,0.15314292907714844,0.3773195743560791,0.4234834313392639,0.0820842757821083,mif,39
0,29,-798.9495239257812,0.01876310631632805,-0.06426653265953064,0.4959830939769745,5.850522518157959,0.23761652410030365,0.544198751449585,0.3956894278526306,0.14414609968662262,mif,39
0,30,-833.9487915039062,0.01785500906407833,-0.11963624507188797,0.5550519824028015,7.040414810180664,0.1648709923028946,0.4654340147972107,0.4325816035270691,0.11802107095718384,mif,39
0,31,-1001.6821899414062,0.021854644641280174,-0.02681143581867218,0.5877405405044556,7.932155132293701,0.1497899740934372,0.19599510729312897,0.40795624256134033,0.07302237302064896,mif,39
0,32,-1094.02685546875,0.01943071186542511,-0.104524627327919,0.8060126900672913,9.18595027923584,0.1625554859638214,0.23009788990020752,0.41163021326065063,0.09841443598270416,mif,39
0,33,-776.4321899414062,0.018067294731736183,-0.10264649987220764,0.5015453696250916,6.777764320373535,0.30514955520629883,0.07859337329864502,0.40932363271713257,0.14502926170825958,mif,39
0,34,-807.3817749023438,0.019303418695926666,-0.029845381155610085,0.5844100713729858,9.336671829223633,0.0020898848306387663,0.35422173142433167,0.37881988286972046,0.18248754739761353,mif,39
0,35,-796.7113037109375,0.015411882661283016,-0.2106853872537613,0.798890233039856,9.759429931640625,0.1291322410106659,0.4116520881652832,0.3703778386116028,0.18781837821006775,mif,39
0,36,-829.0012817382812,0.01234100479632616,-0.02457764931023121,0.6756674647331238,8.596308708190918,0.2261442393064499,0.06962376832962036,0.3813702166080475,0.1473497450351715,mif,39
0,37,-802.6546020507812,0.012679832056164742,-0.047112029045820236,0.779029905796051,8.715181350708008,0.2429705411195755,0.2816711366176605,0.407022088766098,0.1390022486448288,mif,39
0,38,-820.5638427734375,0.01189085841178894,-0.05517512559890747,0.7983574271202087,8.776336669921875,0.0021540382876992226,0.5755261182785034,0.37861987948417664,0.17312820255756378,mif,39
