replicate,iteration,method,logLik,alpha_T,alpha_H,alpha_W,E,delta_c,delta_s,sigma,tau,job_id
0,0,pfilter,-788.7486717988115,0.01148984208703041,0.0037175265606492758,0.4141201972961426,7.045585632324219,0.23767037689685822,0.3176269829273224,0.3387577533721924,0.1361049860715866,2
