date,bench_cll,pomp_cll_mean,anomaly,pomp_cll_var,ess_mean
2021-01-01,-7.82669447653205,-1.264720884958903,,0.0018741635963600684,356.64805094401044
2021-01-02,-7.8266939851518,-0.004045931498209635,,0.00036382642778161903,1103.900236002604
2021-01-03,-7.826693935560625,-0.12645864486694336,,0.0005291564302102156,987.1533772786458
2021-01-04,0.05576865844523596,-0.1600942611694336,-0.21586291961466955,0.0003810205608780442,960.6968221028645
2021-01-05,-0.014190681260753235,-0.0945771853129069,-0.08038650405215367,0.0007004938137231962,1017.3973958333333
2021-01-06,0.09591481748367045,-0.031701850891113284,-0.12761666837478375,0.0005523520005291566,1076.6088785807292
2021-01-07,0.14580070201091078,-0.21363449096679688,-0.35943519297770765,0.0005448045436813638,917.8440999348958
2021-01-08,0.14881575438661815,-1.1244475682576498,-1.273263322644268,0.001253677528239634,404.55829264322915
2021-01-09,0.13243099136282754,-0.06780675252278646,-0.200237743885614,0.0008056337926020552,1046.719482421875
2021-01-10,-0.23095206511453498,-0.7506134351094563,-0.5196613699949213,0.001359410534953332,565.1544759114583
2021-01-11,0.145946833365643,-0.13814579645792643,-0.2840926298235694,0.0005755991799906909,980.863203938802
2021-01-12,0.01552678257053472,0.0024551709493001303,-0.013071611621234588,0.0003113831644073105,1108.710799153646
2021-01-13,0.07299243200936859,-0.01663525899251302,-0.0896276910018816,0.0005759143424213454,1093.517919921875
2021-01-14,0.03701579987692348,-0.054797999064127606,-0.09181379894105109,0.0003789823459447646,1057.2910807291667
2021-01-15,0.05915750119767521,-0.06570186614990234,-0.12485936734757755,0.0005931081461507607,1047.2450642903646
2021-01-16,0.02589345142429604,-0.049788284301757815,-0.07568173572605386,0.0005050589863198443,1060.7366943359375
2021-01-17,-0.21050867528694167,-0.2900587399800619,-0.0795500646931202,0.0004872584828479463,851.1075561523437
2021-01-18,-0.9837085947050102,-1.0782347361246745,-0.09452614141966431,0.0018915520863586044,417.49583333333334
2021-01-19,-3.8188772089170993,-0.16263704299926757,3.656240165917832,0.0009319599456700545,958.8740315755208
2021-01-20,0.13921706097780967,-0.3511139233907064,-0.4903309843685161,0.0010231475015730427,808.1850219726563
2021-01-21,0.13903211548241098,-0.13776378631591796,-0.2767959017983289,0.00037715282184243336,979.6259236653646
2021-01-22,-0.2092304990202824,-0.18306687672932942,0.02616362229095298,0.0003623224006159511,938.718310546875
2021-01-23,-0.4945050855659169,-0.04175516764322917,0.4527499179226877,0.00029608618175145583,1066.4210123697917
2021-01-24,-5.435222253004403,-7.939547411600748,-2.5043251585963455,1.5642677108602019,2.1739567200342815
2021-01-25,-1.784189053086146,-0.5536659558614095,1.2305230972247365,0.04102084297965987,684.9192708333334
2021-01-26,-0.4050228925570465,-0.1724161148071289,0.2326067777499176,0.0005300200263263832,945.2861165364583
2021-01-27,-0.8635184271660883,-0.2587465604146322,0.6047718667514561,0.0004904990413273308,878.5843831380208
2021-01-28,-0.9201761381192943,-0.041619300842285156,0.8785568372770092,0.00030796687838119396,1070.3229410807292
2021-01-29,-0.6153948224278997,-0.1499850591023763,0.46540976332552336,0.00047981042737860874,968.6144856770833
2021-01-30,0.05701406742405003,0.03306248982747396,-0.023951577596576075,0.00022640987544513162,1142.6323649088542
2021-01-31,0.06868911531296765,-4.149944702784221,-4.218633818097189,0.02333369457437313,26.64579137166341
2021-02-01,-0.45619760952963173,-0.10085760752360026,0.35534000200603144,0.0013213023272220157,1017.521162923177
2021-02-02,-1.1183820752336806,-0.4160680135091146,0.702314061724566,0.0008875194022060722,764.2716837565105
2021-02-03,0.1489685158062815,-0.07405045827229818,-0.22301897407857968,0.0005704391392901883,1040.6126627604167
2021-02-04,0.14363394741814955,0.022550582885742188,-0.12108336453240737,0.0004233200590663598,1135.2950846354167
2021-02-05,0.07371880048193992,-0.12835521697998048,-0.20207401746192039,0.0005229687192500672,987.1806315104167
2021-02-06,-0.5178247862511964,0.016417884826660158,0.5342426710778566,0.0003099400144752248,1125.8652262369792
2021-02-07,-0.9073210107292573,-3.406648842493693,-2.499327831764436,0.024686855863664432,50.789266204833986
2021-02-08,-0.04562934490232792,-0.1091793696085612,-0.06355002470623328,0.0011670457501579568,1003.472314453125
