replicate,iteration,method,logLik,alpha_T,alpha_H,alpha_W,E,delta_c,delta_s,sigma,tau,job_id
0,0,pfilter,-763.5311092663842,0.0055925506167113,0.1614892482757568,0.3273913562297821,6.321902275085449,0.2597952485084533,0.4192070066928863,0.3372246921062469,0.1634499728679657,23
0,0,pfilter,-766.0059796453558,0.0164164286106824,0.0320398695766925,0.4449990093708038,7.919754981994629,0.2067847400903701,0.3627270758152008,0.3407694697380066,0.1759466528892517,9
0,0,pfilter,-766.4337169014738,0.0162248145788908,-0.0174543242901563,0.3067829012870788,6.130063533782959,-0.0117697166278958,0.3246119618415832,0.3560031056404114,0.1385714709758758,38
0,0,pfilter,-767.8364882127562,0.0119353998452425,-0.0445971190929412,0.4483077526092529,7.156438827514648,0.3425121903419494,0.3408936560153961,0.3482915461063385,0.1646437048912048,8
0,0,pfilter,-769.6855088193711,0.0063967192545533,0.1069766357541084,0.4130253493785858,7.586855888366699,0.2662305533885956,0.433652251958847,0.3471048176288605,0.1350792348384857,27
0,0,pfilter,-769.9518371895452,0.0061739813536405,0.0288393609225749,0.4884621500968933,7.728110790252685,0.2799190580844879,0.4322001338005066,0.3304190337657928,0.1782555431127548,25
0,0,pfilter,-771.6166595002718,0.00801473390311,0.1070590913295745,0.3803867995738983,6.629545211791992,0.2783136367797851,0.3513363599777221,0.3285087943077087,0.1685897707939148,16
0,0,pfilter,-774.1659052959461,0.0143494540825486,-0.0353690758347511,0.42096808552742,6.662402629852295,0.2933520674705505,0.3642580807209015,0.3621759414672851,0.1358374506235122,5
0,0,pfilter,-776.0126095793088,0.0134571436792612,0.1115765795111656,0.3877710998058319,7.601213455200195,0.155225470662117,0.413100391626358,0.3319912552833557,0.1440655589103698,0
0,0,pfilter,-776.2208994598801,0.0038144937716424,0.0730857104063034,0.4368390440940857,6.859142303466797,0.3235763907432556,0.3453738689422607,0.3375850021839142,0.1474873721599578,1
0,0,pfilter,-781.8920323588868,0.0137506034225225,-0.1408560872077942,0.4819303452968597,6.532179832458496,0.2386474907398224,0.4685184359550476,0.3365880250930786,0.1443099081516266,34
0,0,pfilter,-783.6727900910364,0.0009564856882207,0.1668343991041183,0.3335897624492645,6.251365661621094,0.3352280855178833,0.3488758206367492,0.3302273750305176,0.1586877405643463,37
0,0,pfilter,-784.3457254543777,0.018576618283987,-0.0730657428503036,0.5290335416793823,7.476591110229492,0.1729651540517807,0.4347596764564514,0.3339472711086273,0.1304127424955368,12
0,0,pfilter,-785.5816724529552,0.0132960192859172,0.0483683459460735,0.4201483428478241,7.453915596008301,0.1879980564117431,0.2799179852008819,0.3418663740158081,0.1297939121723175,3
0,0,pfilter,-786.4444091311318,0.0103132920339703,0.0337387025356292,0.4802277088165283,7.468967437744141,0.2538148760795593,0.4140056371688843,0.3172419667243957,0.1424948126077652,7
0,0,pfilter,-786.8101141221903,0.0122019043192267,-0.0401634611189365,0.4299273192882538,6.597711086273193,0.2074257284402847,0.4446461498737335,0.324969619512558,0.1313243806362152,6
0,0,pfilter,-788.7486717988115,0.0114898420870304,0.0037175265606492,0.4141201972961426,7.045585632324219,0.2376703768968582,0.3176269829273224,0.3387577533721924,0.1361049860715866,2
0,0,pfilter,-790.2640991457383,0.0184866841882467,-0.0763182491064071,0.5468633770942688,7.654975414276123,0.0957651957869529,0.2826250195503235,0.3377889990806579,0.1527958512306213,15
0,0,pfilter,-793.8603928147107,0.0170716289430856,0.0844102650880813,0.2937825918197632,6.854233264923096,0.1348299831151962,0.3524515032768249,0.3495392799377441,0.1188205108046531,35
0,0,pfilter,-794.1804506046524,0.013692332431674,-0.1379281133413314,0.8228773474693298,9.175914764404297,0.2624795138835907,0.4398705959320068,0.3299066424369812,0.1419682651758194,19
0,0,pfilter,-795.3607371620839,0.0120802316814661,0.0301351081579923,0.4946250021457672,8.49878978729248,0.3121619820594787,0.3257611691951751,0.333297997713089,0.1484892219305038,14
0,0,pfilter,-798.2421331860114,0.0221699252724647,-0.219115674495697,0.6646947264671326,9.059937477111816,0.1715456396341323,0.3938629627227783,0.3422397673130035,0.1388177275657653,30
0,0,pfilter,-798.4218816334705,0.0147483684122562,-0.1093759089708328,0.4563664197921753,7.133450031280518,0.3017772436141968,0.2564623355865478,0.334181010723114,0.1474506855010986,11
0,0,pfilter,-803.5282647976403,0.0068418551236391,0.1346469670534134,0.4099838435649872,8.291044235229492,0.28683802485466,0.4800415337085724,0.3613268435001373,0.1205125525593757,4
0,0,pfilter,-803.7982923283143,0.0053236368112266,0.0106255561113357,0.5631582140922546,7.1830949783325195,0.3489611744880676,0.3814103007316589,0.3517172038555145,0.1116369217634201,32
0,0,pfilter,-804.039915290673,0.0099442172795534,0.0878087282180786,0.518602728843689,7.897940158843994,0.2552187740802765,0.220918983221054,0.3677457571029663,0.122119665145874,21
0,0,pfilter,-807.7069030999855,0.0193733107298612,-0.0030841783154755,0.3516294956207275,7.511347770690918,0.1717095673084259,0.3653158247470855,0.3491655886173248,0.1124166101217269,13
0,0,pfilter,-808.3676393762821,0.0252692364156246,-0.0422085672616958,0.3911323249340057,7.675998210906982,0.1089614182710647,0.298973947763443,0.3155594170093536,0.1463702768087387,28
0,0,pfilter,-810.220575212684,0.0097241532057523,-0.0854066908359527,0.5625527501106262,7.288370132446289,0.3508080840110779,0.4213823676109314,0.3472822904586792,0.1129596978425979,18
0,0,pfilter,-814.0327082105473,0.0072876815684139,0.0865919664502143,0.6411231756210327,8.824664115905762,0.2545414268970489,0.4614799916744232,0.3402334749698639,0.1179163008928299,10
0,0,pfilter,-824.9152346453621,0.0179195404052734,-0.1948148012161255,0.7460957765579224,9.035604476928713,0.3068641126155853,0.3475716710090637,0.3508165776729584,0.1116192787885665,36
0,0,pfilter,-826.4849713441989,0.003535630647093,0.0954183563590049,0.5571420788764954,8.026979446411133,0.3680008053779602,0.3693173229694366,0.3134050965309143,0.1369325965642929,22
0,0,pfilter,-827.1193443262862,0.0195356272161006,-0.2144690006971359,0.8069831132888794,9.983736991882324,0.2573526799678802,0.40472611784935,0.3718084692955017,0.0942948162555694,26
0,0,pfilter,-832.9234904940837,0.008114225231111,0.0450943112373352,0.5995989441871643,8.358152389526367,0.2924807965755462,0.3972216546535492,0.3497995734214782,0.0924528688192367,20
0,0,pfilter,-840.2270413250692,0.0146024171262979,-0.056307066231966,0.4893087446689605,8.155304908752441,0.3618852198123932,0.3188537061214447,0.3383920788764953,0.127482995390892,31
0,0,pfilter,-852.3045621775418,0.0082425996661186,0.2258646190166473,0.2581535875797272,6.773877143859863,0.2079707980155944,0.3304777443408966,0.3229300379753113,0.1081290543079376,17
0,0,pfilter,-861.3842134259155,0.0108517296612262,-0.1858731806278228,0.7540305852890015,8.724992752075195,0.3300026059150696,0.2801147103309631,0.3559965491294861,0.1040427163243293,33
0,0,pfilter,-879.8905814195869,0.0146957114338874,0.0620195902884006,0.5807279944419861,9.674333572387695,0.3610139191150665,0.3728708326816559,0.3437842726707458,0.0975454673171043,29
0,0,pfilter,-1006.2208909649604,0.0152974305674433,-0.1354545801877975,0.4994500875473022,7.0078020095825195,0.331560730934143,0.3157724738121032,0.3595352172851562,0.0605155676603317,39
0,0,pfilter,-1041.0024303044456,0.0253324061632156,-0.1458748579025268,0.5296074151992798,7.904633522033691,0.0100938417017459,0.4133121371269226,0.3593597412109375,0.0600525215268135,24
