trace_rank,iter,if2_loglik,rep_loglik,rep_se,beta0,delta_post,alpha,nu,k_proc,sigma_A,eta,I0,sigma_obs,theta,start_id
3,22,-255.0654378760936,-323.90535063922664,0.9821952684953542,4.014553016786741,-0.7431422312207903,0.8390946121254939,7777.115935718246,23.32449304212963,0.4765138217853034,0.6502809112015853,131.95212657012794,0.19796610589054756,"[1.3899260128791606, -0.5800918067496562, 0.06325351923427315, 0.05569411145625763, 0.10878424604919704, -0.7431422312207903, -0.08729850280824286, 8.958940846095496, 3.1495040119690048, -0.7412585494139166, 0.6202742118182397, 4.88243917930395, -1.6196594453119482]",13
2,27,-256.55486495350317,-337.1300953377381,1.3787164587976042,4.945928528127188,-0.22476323192700656,0.7481603079841632,8256.041237662432,15.515129697584571,0.35766796517043725,0.9548026910139134,21.103897707813292,0.1483916512059286,"[1.598564718555509, -0.7645039191963554, -0.11291470499138372, -0.11157236958460645, -0.014351833988072873, -0.22476323192700656, -0.864880801830659, 9.018700482580773, 2.7418156573616694, -1.0281501945402933, 3.0504671635067426, 3.0494577489111503, -1.907900208551596]",11
2,9,-277.6391533647647,-354.1494432524323,1.2579725385860718,14.835165374345678,-0.9805461863909511,0.7191732529155017,3107.275441085236,20.74985445926129,0.7926676288900051,0.25783503899412963,218.32454274381894,0.1970574706907711,"[2.697000401260407, -0.6280610377695115, -0.008846355547626233, 0.1223821444493128, 0.020998287684012903, -0.9805461863909511, -1.1617661984833787, 8.041501557245248, 3.032539232640605, -0.23235127649360576, -1.0572515411880241, 5.385982683914546, -1.6242598633941172]",2
3,21,-286.8411067110255,-369.3087946760032,0.767671543265776,1.6613871833821974,-0.2649819450910609,1.0552568748022932,3683.795612626329,17.530230693438153,0.5074597087455976,0.5651072095148871,317.33229512461503,0.24272310107532494,"[0.5076529060450571, -0.6226655117009935, 0.26073039016207966, -0.028976182716511274, 0.023570884393869618, -0.2649819450910609, 2.319924013599788, 8.211698916093015, 2.8639268587688655, -0.6783379628521675, 0.2619159224418667, 5.7599494744517745, -1.4158339871149617]",7
1,10,-262.51088084229764,-375.9198609034981,1.0677167951167208,17.530260243806286,-1.401588753111328,0.7629444954011323,3318.075957798427,20.014339443180756,0.536257795125668,0.2618453800534428,430.65304424109235,0.2361432274470159,"[2.86392854444795, -0.651635261406691, -0.001213812860608805, -0.04350116300829859, 0.020282969558269217, -1.401588753111328, -0.7268379950587148, 8.107140363134056, 2.9964489888112773, -0.6231402724806803, -1.0363991376937682, 6.065302764155031, -1.4433167620814722]",2
3,45,-257.7443195239061,-390.81737485625587,2.1307177645697912,3.9481141291842388,-0.309626450044775,0.8422032055124457,7837.307475351733,27.8335457989038,0.5316052530231201,0.9624083144506769,8.62713506567369,0.17588198511997138,"[1.3732380292547817, -0.6712407502606669, -0.050905302574608645, 0.007449516940283431, 0.06064857030007069, -0.309626450044775, -0.062394590309491, 8.96665062009104, 3.326241976653115, -0.6318540706585352, 3.24265590697519, 2.154912476129726, -1.7379420479469403]",11
2,23,-254.5173558030577,-402.18490048829824,2.2846813990013177,5.3475115703929585,-0.5208551536642566,0.8237270491585013,8994.978887848245,20.24122263913891,0.46923265826032035,0.7459989610530819,82.31213379119085,0.1564656624041572,"[1.6766313256734309, -0.6778139813911453, 0.03057492300678949, -0.1442114416970619, 0.15500207337454253, -0.5208551536642566, -0.21096255104959574, 9.104421799283296, 3.0077212496669117, -0.756656560489692, 1.0773858501601838, 4.410518530487569, -1.8549187026338285]",13
2,3,-314.6658246239413,-407.9784362611013,3.5590283359826023,3.447206774292537,-0.4549426373749787,0.9901279711172961,2245.6919705073383,49.02848280902915,0.3505864302154534,0.2953735241188629,82.18093979888866,0.27402376769748066,"[1.2375642724755254, -0.5919432105632144, 0.2060147182514954, 0.000736166411969287, 0.10744638584416853, -0.4549426373749787, 1.2671585016162425, 7.716768980081527, 3.8924014110487137, -1.0481480117065232, -0.8694271021027576, 4.408923399248827, -1.2945404329345975]",12
1,29,-275.9243330534473,-430.7034159971233,4.433138454664568,0.7559785993795265,-0.053273441905506994,1.0546165679746515,9741.121071389995,18.484214780482922,0.0794005118475447,0.38045658575683916,582.3708313408683,0.2376785891182589,"[-0.27974221090231355, -0.6351057338749069, 0.2663871528942074, 0.047917414960282644, 0.07709940115547557, -0.053273441905506994, 2.3043072508445954, 9.184111489745147, 2.9169171127459057, -2.533250464307197, -0.487610705189748, 6.36710741207892, -1.4368359839011973]",7
3,4,-326.6559769027083,-437.2568093764805,2.9204514500159826,2.4329551618825493,-0.4252563350661881,0.9936116952120855,2666.5596541140835,58.174100615250374,0.3258330303754136,0.280549024204578,37.864236771779446,0.2425978873067738,"[0.889106634483416, -0.6008115177365192, 0.2226350370888247, 0.17795970480444467, 0.15086328234557184, -0.4252563350661881, 1.308269224722638, 7.888544401481426, 4.063440249081747, -1.1213702055852852, -0.9417399034766287, 3.6340070458006286, -1.4163499910559691]",12
3,8,-284.9215732760924,-452.8905497190526,1.6026553339834333,14.417207608018662,-0.8248657551097336,0.723539583426053,2880.4793590748313,34.050028207534524,1.1587886094869384,0.24615804742099892,218.77203973960815,0.25150719306360647,"[2.668422465949339, -0.5687241497803679, -0.02858574730611719, -0.015746739551382342, 0.141577288277154, -0.8248657551097336, -1.1142512881652793, 7.965712003402911, 3.527830861010289, 0.14737515728840864, -1.1192089352436698, 5.388030273257823, -1.3802836892008112]",2
2,32,-286.6583597763812,-471.92252306583885,6.018936730212787,0.9533090725478163,-0.22268729646099839,1.0410067243506052,9716.472362356217,23.744006524221206,0.04121468149244732,0.29142372643620235,466.6387289468126,0.26147676979252227,"[-0.04781611253658039, -0.6109940835810934, 0.2842731815877939, 0.038056276642316686, 0.03947202590330541, -0.22268729646099839, 2.0116366579248948, 9.181577905897504, 3.1673301417583994, -3.1889607391990737, -0.8884793956601895, 6.145555358600623, -1.341409833868594]",7
1,25,-242.9183521529938,-481.21360744444036,2.511283808103424,5.214628367971378,-0.23676891108296327,0.7212078582897088,4696.417293541683,31.976142707747925,0.3636303645723225,0.7824064443308333,69.27608727179465,0.1919740249854868,"[1.6514678237795053, -0.5445535714379695, -0.14751285730733674, 0.07093563153053578, 0.170725280749026, -0.23676891108296327, -1.1394807069685557, 8.454555219046714, 3.4649900843634094, -1.0116174092406771, 1.279745456253572, 4.238099785635543, -1.650395202640327]",13
1,18,-250.64203199179016,-522.2718833070409,4.2667381049875495,13.791906747274732,-1.3171108578799287,0.7154803300111372,7315.485421470111,24.985006895710708,0.4048192757952325,0.9745291033525837,60.75087790371937,0.21759364905830883,"[2.624081952534988, -0.6032777790394663, 0.05987263910045328, 0.006684395833627423, 0.11203147122171198, -1.3171108578799287, -1.202894732430667, 8.897748670988689, 3.218275920790155, -0.904314544071359, 3.64441789097736, 4.106781533206273, -1.5251259507391972]",11
3,14,-237.85867759592122,-611.6211979634143,3.7974149421963888,1.7941927361817553,-0.6550680999187689,0.9743327577788214,7571.903522048794,26.723930746488154,0.05633991204970179,0.4733929678031693,283.9358275755551,0.2560461002350658,"[0.5845551916351047, -0.5262715984887936, 0.22298680273277785, 0.014445585812857958, -0.009234690851302485, -0.6550680999187689, 1.091507649744915, 8.932199770838743, 3.2855594466247644, -2.876352077598285, -0.10652875862799362, 5.648748253387567, -1.3623977716716333]",6
2,19,-236.44173735099972,-618.2806303952245,3.991366021515654,1.4958482244064795,-0.6415621919193676,1.01898368127252,6992.173742923658,24.14962871144752,0.06845175251333901,0.5876993172195691,114.93851480268867,0.178076278383996,"[0.40269342013170895, -0.5992139734777439, 0.21346342686399872, -0.0394964005949865, 0.005316378758053988, -0.6415621919193676, 1.643181372167768, 8.852546765842957, 3.184269005713213, -2.681626124750897, 0.35446255609428134, 4.744397331495231, -1.7255432902357466]",6
3,35,-241.0793309945424,-663.0547628883602,8.612887717452544,2.0948649499892804,-0.5127634723626406,0.9115336081185834,8671.356084548062,27.251715726824813,0.049785343690564234,0.7211565346186097,8.280197983424813,0.18360810503918157,"[0.7394890882839952, -0.6294317060377687, 0.20318024795508258, 0.10814653015305471, -0.04233436195051776, -0.5127634723626406, 0.5025875250532676, 9.06778046867952, 3.305116481579488, -3.0000346416695995, 0.9502056529847142, 2.113866879152948, -1.6949516566765315]",1
3,21,-222.9387628772221,-693.086071740449,12.651567571322962,1.5106439514310128,-0.4031115034150824,0.9399871472963934,9406.199055066307,70.329156118854,0.07420230058356855,0.9896991406061272,28.25892798388776,0.2532036873422173,"[0.41253601782083965, -0.5969512794142241, 0.14010317804194714, -0.000808916154037691, 0.07690867412013747, -0.4031115034150824, 0.7536536734211261, 9.149124224843934, 4.25318645136914, -2.600960124120065, 4.565173670511199, 3.341409442491848, -1.3735610258552113]",9
1,5,-302.5435686800905,-699.5707823148371,11.097709294130304,2.351929036462779,-0.8006307876418991,0.9696133710730297,5379.8842194791,19.70673381250681,0.25919345905915164,0.15467583433522547,17.371404381480804,0.18752099956460486,"[0.8552358580092618, -0.5632462307341218, 0.21385158338883697, -0.03371823016786945, 0.07108215595547643, -0.8006307876418991, 1.041953410927317, 8.590422132381342, 2.9809603952312624, -1.3501805499337258, -1.6983886462757567, 2.8548254279623433, -1.6738644421650506]",12
2,33,-237.6629437009552,-746.4423460187732,19.661668440529084,1.7512834610297447,-0.37956309442078373,0.8924188956443103,7590.977664665329,10.662697563685152,0.0655015064471384,0.7345738703046697,14.387841877779287,0.14819309859454696,"[0.5603489254271553, -0.7609458570319856, 0.10594312095279698, 0.06489599233812508, 0.09606843602984555, -0.37956309442078373, 0.34266522070628913, 8.93471567166826, 2.3667514414794493, -2.7256821374124556, 1.017953991723362, 2.6663835359049934, -1.9092391353924245]",1
2,17,-219.92447855670736,-789.0973321610236,10.980141920062067,1.508544551527852,-0.25494778283835556,0.9055476568538445,8069.922298805864,24.609133797283192,0.09218447349184382,0.9809555685335201,57.59286901833326,0.21117606858117502,"[0.4111453128420235, -0.5507723133692284, 0.1541056902721124, -0.053932999622766764, 0.1384834224802446, -0.25494778283835556, 0.4519186520429573, 8.99589913281688, 3.2031176665987746, -2.383963562905894, 3.941752419154378, 4.053398758272727, -1.5550630452124434]",9
1,16,-221.01551329394692,-804.8745199093654,12.356729896625007,1.46827401507983,-0.42665425182793165,0.9697175425165124,5809.69547028837,24.435136491174173,0.03360188464106804,0.4384684736999425,99.10408611345979,0.23079159885093312,"[0.3840875715474686, -0.6228759209411845, 0.17766774535027005, -0.07084670370818688, 0.06837858216909483, -0.42665425182793165, 1.0430344721760874, 8.667283433719824, 3.1960221165945537, -3.393173123078015, -0.24738000572771418, 4.596170672710537, -1.466240145136633]",6
3,2,-329.95901629816507,-905.3727852711038,18.67171682455149,1.9839859413887524,-0.5721504221809014,0.89607129363917,8206.693984023743,37.9378363394878,0.08649680932029376,0.679181873754243,1168.4026729255736,0.2575818264894992,"[0.6851079228440029, -0.6824672556891268, 0.05834671997515619, 0.005196312632348135, 0.043651149791349306, -0.5721504221809014, 0.3728298280728369, 9.012705439743561, 3.6359489344011835, -2.4476477521952185, 0.7500145693440795, 7.063392858191193, -1.3564178365826667]",14
2,10,-218.14723467724076,-1173.5219758233493,18.17849719817187,2.624893347289965,-0.8913502672769424,0.909583992926709,8079.787829560763,25.49858808023185,0.0285912745546169,0.7490585545752103,94.46563518040573,0.24744552133815165,"[0.9650402656143595, -0.6108749580418841, 0.13302680226469668, -0.0059251429474165025, 0.14069881653923036, -0.8913502672769424, 0.4860182483592456, 8.997120892452648, 3.238623081228766, -3.5546536932072854, 1.0935975307081398, 4.548236119478812, -1.3965648370078794]",5
3,26,-219.38986468869717,-1232.3253237592266,15.095938368476242,3.7229526213807,-0.901472071012956,0.8077181296997004,9990.244426059544,25.383340756971148,0.03225265942193288,0.8967565109932181,27.77240819682112,0.29339327611049953,"[1.3145170688844636, -0.7557517844499922, 0.06701323688846456, 0.0035860551814067432, 0.11131882167634959, -0.901472071012956, -0.3415366309180087, 9.209364338416313, 3.2340930831341272, -3.4341547764446236, 2.1616942076562333, 3.3240430169257844, -1.2262413306779858]",5
