beta0,a1,b1,a2,b2,delta_post,alpha,nu,k_proc,sigma_A,eta,I0,sigma_obs
4.945928528127188,-0.7645039191963554,-0.11291470499138372,-0.11157236958460645,-0.014351833988072873,-0.22476323192700656,0.7481603079841632,8256.041237662432,15.515129697584571,0.35766796517043725,0.9548026910139134,21.103897707813292,0.1483916512059286
7.1155550610624525,-0.6429311018236107,-0.0966206905012179,0.1331723339406639,0.09157338844270127,-0.24206066258019307,0.7685842733348278,7266.866396330095,12.79332430852401,0.39382228386670515,0.9364648197316874,15.84358864440551,0.10441518870775572
7.754669125407336,-0.798266500255641,-0.036972654510209174,0.009586082468554642,0.03532532722452511,-0.4961329201629495,0.7556833140057184,5519.447471103551,11.403568879797543,0.23673673230381947,0.9388631668157478,9.588652541811236,0.07377297646262425
7.071607336718378,-0.6347831105051621,0.009306896323884189,0.08820664805488111,0.05543340898557827,-0.41351221011521117,0.7585987009703913,6035.328263956809,14.499344891952788,0.25575257587540406,0.9369414244726333,10.01636731640925,0.09326484314686485
8.113858766734278,-0.7426160176595603,-0.1152206377693393,0.20041856707262842,0.11938975474284905,-0.5507680282533759,0.7582221788364485,6268.616233427428,6.84836116924826,0.25150739688211576,0.9425378447955999,9.380205878009976,0.09859487499613988
7.013160893761954,-0.7198327160433096,-0.05385308198151459,0.1045598643134562,0.10505819154576325,-0.4895642892486894,0.7701018124219408,6227.256474057328,5.910595632157871,0.2703247847090028,0.9372161475980313,10.924376118315132,0.11355534638840913
7.160309596038508,-0.8042158959276546,-0.19514788881268394,0.21298034592031628,0.17879343037623646,-0.6428485262701716,0.7682557925900132,7497.626038318022,7.565371245042975,0.29696837929970743,0.9346375971024109,10.663447886423937,0.1374068065402647
7.45133088425699,-0.7871064004855403,0.018406579520519238,0.19356651213839277,0.12091131487517154,-0.9101041835645721,0.7576031085082247,8607.775723543022,8.617671643749757,0.3181570375541855,0.9322472170985301,11.740193977776899,0.13108279284591143
5.9205500056367795,-0.8854402069277383,0.10247968155445587,0.12711666507369712,0.08103837833259953,-0.980581201448127,0.8030022251126849,8493.33138137406,9.52558560651325,0.32735741987710903,0.925684671034804,10.056796063544446,0.12794150243445562
6.062419485066066,-0.7599152272451544,0.04316896947650615,0.08322492119675048,0.0592317556738752,-0.7894532515085816,0.7682385729287134,6879.985909350253,10.920063194320525,0.4081609566322512,0.9095490492568952,13.078171826251374,0.13100343715280566
6.023942636818287,-0.7078862357536422,-0.024894955252093516,0.08204017216999387,0.026029729252070526,-0.8758089866774192,0.7768204266111469,6648.172204788448,13.68802543677725,0.4324249457681268,0.9228109969440045,10.919902448496059,0.15197829707774235
6.278120201825117,-0.7492904362023882,-0.09482168784201755,0.07978701892550692,0.05202664301219129,-0.8460244953823052,0.7566956939002504,7117.3490924975,18.037815970675716,0.5260438875911093,0.9081563741159345,7.768309494095935,0.19810740978948022
5.080279548641057,-0.7168103420963976,-0.04952301142422738,0.04555932047259853,0.11493400459427763,-0.8778773659862822,0.770574010261214,6869.490256377567,17.248367950227525,0.5274114418928809,0.9079472638537276,12.239903804460939,0.18553170053778248
4.737014637453372,-0.7062313684444995,0.025740614364271813,0.09127727736982467,0.10925885863043079,-0.7479264802466942,0.7701764360992439,7784.423628489767,19.28679575654794,0.4287096625869597,0.9257468711596196,10.640181168169462,0.14437612343550754
7.011224981893932,-0.7572128760577675,-0.03727387289825786,0.09242825326536054,0.13438516343972853,-0.8982446087254713,0.7924344760454026,8084.501448126313,18.778204025035592,0.3824888549620297,0.9316819893744857,11.593062211924712,0.17392588919279714
6.2143789125138555,-0.8492055469665734,-0.018230948994355223,0.10097668569925683,0.025255239792108967,-0.779353549127542,0.779814293744075,7261.383414757362,15.939847255465825,0.33533275251711736,0.935865832299026,15.997664626612638,0.20213589608181573
5.038973230848447,-0.7290505673715992,0.03140658250547306,0.03394964383379795,0.01834565543088223,-0.615645092157758,0.8060283464859558,8149.5201455554125,16.70737672856249,0.27242007790841766,0.9405414987202785,13.539882657666347,0.16814497305748544
4.665554313307073,-0.6701433393183859,0.03252232054438656,0.18156132231339622,0.1095839433239738,-0.4185333841175477,0.8067270982906782,8298.303985755982,17.59980054226403,0.29355512788491284,0.9443584639777008,12.68857692316903,0.1831837597903937
3.892152036101568,-0.7378535082992129,0.014679965695698911,0.17623881276109404,0.1258191124277473,-0.49354788745868045,0.8129006391640359,8618.677488162915,19.51144355297266,0.22516317053122764,0.9405636804687547,15.119576887321061,0.23210613701638402
4.212134712991757,-0.7246105881386878,-0.026881568932055774,0.1688502307993145,0.07615033989827281,-0.5448519698035221,0.824113877114838,9645.56562642785,15.545272493697963,0.25775799846451386,0.9299675334390645,15.296632343698533,0.2364742997296627
4.142972934804841,-0.7743234032022055,-0.021271196468975233,0.1551325211187771,0.16151742243246633,-0.556724123225007,0.8185551536756757,7710.727078028251,12.51160028280071,0.2738335736804684,0.9260007342049756,15.906287020195364,0.21122959929809113
4.154148445749525,-0.744570134565878,0.022865979257037376,0.1095292658419453,0.04579190941279449,-0.4815534609517274,0.7858888133903124,7929.447563096675,15.507036690468977,0.27203046353136845,0.9172630821639102,13.910151228254486,0.21577161545017556
5.325115592995183,-0.7036837301567209,-0.02200997871530407,0.10539543836665165,0.12894772061413165,-0.48951777150566606,0.7795597039584724,8769.668396813282,13.773980939876585,0.2500037441957204,0.9089105027915644,14.903019879622512,0.2088245259067374
5.638418666593615,-0.7808971002522319,-0.10850939649902207,0.1426033797147625,0.23356871178441088,-0.5911398265500857,0.7854831755526935,8573.45238285488,14.409951434935229,0.24587322246633375,0.9224034510421654,14.362853844566564,0.2072571035526421
4.905755605877661,-0.6325047180907484,-0.1333412624376919,0.1357236622167181,0.05428500420995162,-0.46698118797414184,0.7779836053820155,9141.80507265503,11.41481140368302,0.23605072714072128,0.9165044143802923,14.158471188770337,0.23316665424054012
4.907445345251693,-0.7418138769595317,0.014422097138421503,0.11165989656845797,0.07456256026893876,-0.34220633964263036,0.7936519194901767,10203.847429226493,11.114006604573369,0.3058452401779022,0.9167893369385832,11.38409173925573,0.21557341647031245
4.36949756252759,-0.7200243746220698,0.0053110687842960825,0.15458031459518967,0.09420831471032516,-0.26752797293216585,0.7873748763958185,9959.079883907243,11.761298559658586,0.33017772676215923,0.9233786948471925,17.43468684211756,0.21855926681535875
3.686378372811491,-0.6907262870212473,-0.16246009285246896,0.12285940848054316,0.16287077085862514,-0.24638029515047216,0.7991059251106866,9426.668541235618,13.551046197935296,0.29322859355422454,0.928432814712908,17.76126880521812,0.1930923830330989
4.405081871593642,-0.7704150336302051,-0.0038742192947120472,0.13336139147674692,0.08282567918943369,-0.4009881579555834,0.8042853147110316,8356.654287110916,15.304719912776092,0.3014096631341506,0.9253911321007173,18.020705885214845,0.2130894732766402
4.514688597320118,-0.703711242395051,-0.0417632710937106,0.10297795061135956,0.10554434938613458,-0.30482286069926345,0.7951046233836925,8843.112501833259,16.318967138788338,0.34480798750525715,0.9306780900565763,19.52339895105496,0.21478442422989086
3.9659074920110133,-0.640316559885113,-0.003490346737954255,0.02874532286621048,0.1242018867745434,-0.1501933932568315,0.7991798345894137,10158.0034978232,14.625717236251393,0.3514604953904442,0.9392258449221559,22.403478769948684,0.21010884918430303
3.8727438613377414,-0.686269005257837,-0.04047086111306724,0.1267273722936251,0.10729353940348774,-0.13306496787894903,0.7933971851184948,10286.023146240845,17.13495024739261,0.3626618353751112,0.9396549496842698,18.75724457739588,0.21773672073742806
3.61258496386484,-0.731834346747778,-0.010454307335338087,0.12402693669075049,0.08050554277103428,-0.14812006264388078,0.7892523028072311,10132.037135207065,17.04090125000601,0.37506631307413224,0.9441789230122344,19.50476488352337,0.2385317936808017
3.5558161361368548,-0.7848969784771982,0.019571782452221832,0.07798595296221567,0.07690033525685439,-0.21997531983191093,0.8072100272720235,10121.806560767614,15.958704569730687,0.322789516600066,0.9401564089602611,18.66595078458491,0.22173244949137158
