"month","FedFundsRateMonthly","FedFundsDifference","DiffLog","FundsDetrend"
"1983-09-01","9.45","-0.1100000000000012","-0.0104712998672953","-1.3058587423694696"
"1983-10-01","9.48","0.0300000000000011","0.0028667004820759","-1.1843821938666501"
"1983-11-01","9.34","-0.1400000000000005","-0.0134488098126128","-1.2326628690709587"
"1983-12-01","9.47","0.1300000000000007","0.0124941558021625","-1.010808423586166"
"1984-01-01","9.56","0.0899999999999998","0.0085592533956697","-0.8289170017284828"
"1984-02-01","9.59","0.0299999999999993","0.0028368813351997","-0.7070789483664015"
"1984-03-01","9.91","0.3200000000000003","0.029769640231664","-0.29537821240389306"
"1984-04-01","10.29","0.379999999999999","0.0342375783165911","0.17610671311114245"
"1984-05-01","10.32","0.0300000000000011","0.0026536946134663","0.2972996142836877"
"1984-06-01","11.06","0.7400000000000002","0.0633231185240026","1.1281229183706163"
"1984-07-01","11.23","0.1699999999999999","0.0139977584000416","1.3884967586502928"
"1984-08-01","11.64","0.4100000000000001","0.0329744390196302","1.8883325637489339"
"1984-09-01","11.3","-0.3399999999999998","-0.0272671263403392","1.6375310485832006"
"1984-10-01","9.99","-1.3100000000000005","-0.1126134939628422","0.4159783576024445"
"1984-11-01","9.43","-0.5600000000000005","-0.0522994994028489","-0.056452000014420634"
"1984-12-01","8.38","-1.049999999999999","-0.1061065059945476","-1.0198897247980323"
"1985-01-01","8.35","-0.0300000000000011","-0.0032034197175376","-0.9644640816926096"
"1985-02-01","8.5","0.1500000000000003","0.0159154553058997","-0.7302964661228852"
"1985-03-01","8.58","0.08","0.0083857933762736","-0.5675008316611141"
"1985-04-01","8.27","-0.3100000000000005","-0.0328942124050053","-0.7961854968759585"
"1985-05-01","7.97","-0.2999999999999998","-0.032897703507059","-1.016454401471635"
"1985-06-01","7.53","-0.4399999999999995","-0.0502963145671166","-1.3784053417457516"
"1985-07-01","7.88","0.3499999999999996","0.0402121955004908","-0.9521282709835566"
"1985-08-01","7.9","0.0200000000000004","0.0022497197340154","-0.8577025066266106"
"1985-09-01","7.92","0.0199999999999995","0.0022446698538236","-0.7652000194477164"
"1985-10-01","7.99","0.0700000000000002","0.0078169018916112","-0.6246861621447728"
"1985-11-01","8.05","0.0600000000000005","0.0066519092283057","-0.4962203830945473"
"1985-12-01","8.27","0.2199999999999988","0.0240186218659288","-0.20985731056453005"
"1986-01-01","8.14","-0.129999999999999","-0.0141229941117049","-0.27564774396122615"
"1986-02-01","7.86","-0.2800000000000002","-0.0311136208490689","-0.49364086342177504"
"1986-03-01","7.48","-0.3799999999999999","-0.0438363148131779","-0.8138837221717097"
"1986-04-01","6.99","-0.4900000000000002","-0.0595196900256285","-1.2464195644792841"
"1986-05-01","6.85","-0.1400000000000005","-0.0176772279838663","-1.3312853546457681"
"1986-06-01","6.92","0.0700000000000002","0.0088776740320177","-1.2085084395375123"
"1986-07-01","6.56","-0.3600000000000003","-0.046520015634893","-1.5181058937573342"
"1986-08-01","6.17","-0.3899999999999997","-0.0529655355799125","-1.8600854669972442"
"1986-09-01","5.89","-0.2800000000000002","-0.0398345695859618","-2.0944431951692115"
"1986-10-01","5.85","-0.04","-0.0058224327514333","-2.091160761673885"
"1986-11-01","6.04","0.1900000000000004","0.0273595178958172","-1.8602036890847948"
"1986-12-01","6.91","0.8700000000000001","0.1165196116096114","-0.9515213644757647"
"1987-01-01","6.43","-0.4800000000000004","-0.0626019230498946","-1.3950488214970909"
"1987-02-01","6.1","-0.33","-0.045431074682398","-1.6907137518132336"
"1987-03-01","6.13","0.0300000000000002","0.0042164503789348","-1.6284330828230535"
"1987-04-01","6.37","0.2400000000000002","0.0331064717750406","-1.3581106962946121"
"1987-05-01","6.85","0.4799999999999995","0.0630958255930715","-0.8496379089258852"
"1987-06-01","6.73","-0.1199999999999992","-0.0154046691949862","-0.9428955581656444"
"1987-07-01","6.58","-0.1500000000000003","-0.0195956629450502","-1.067757925614604"
"1987-08-01","6.73","0.1500000000000003","0.0195956629450502","-0.8940920174447804"
"1987-09-01","7.22","0.4899999999999993","0.0614613464687576","-0.3817566009553115"
"1987-10-01","7.29","0.0700000000000002","0.0084797600791151","-0.2906035445871735"
"1987-11-01","6.69","-0.5999999999999996","-0.0751291856296507","-0.8704817711285555"
"1987-12-01","6.77","0.0799999999999991","0.0103493808620034","-0.7712379610563529"
"1988-01-01","6.83","0.0600000000000005","0.0076923456231559","-0.6927120781671254"
"1988-02-01","6.58","-0.25","-0.0324493103484315","-0.9247381353472468"
"1988-03-01","6.58","0.0","0.0","-0.9071448004824845"
"1988-04-01","6.87","0.29","0.0375448627750314","-0.5997536061334854"
"1988-05-01","7.09","0.2199999999999997","0.0275706686410885","-0.36237908528682095"
"1988-06-01","7.51","0.4199999999999999","0.0506132115148822","0.07516885679938934"
"1988-07-01","7.75","0.2400000000000002","0.0278117577842405","0.3330831110019421"
"1988-08-01","8.01","0.2599999999999998","0.0292813712507231","0.6115559881910242"
"1988-09-01","8.19","0.1799999999999997","0.0197808647473491","0.8107772291510926"
"1988-10-01","8.3","0.1100000000000012","0.0118984637916148","0.9409318558704012"
"1988-11-01","8.35","0.0499999999999989","0.0053619431413851","1.0121986343400575"
"1988-12-01","8.76","0.4100000000000001","0.0429160571244056","1.4447490702745132"
"1989-01-01","9.12","0.3599999999999994","0.0362212634343181","1.828746859213565"
"1989-02-01","9.36","0.2400000000000002","0.0234385729720174","2.0943445489418426"
"1989-03-01","9.85","0.4900000000000002","0.0462128431551316","2.6116805765428994"
"1989-04-01","9.84","-0.0099999999999997","-0.0009220839749684","2.630877219034324"
"1989-05-01","9.81","-0.0299999999999993","-0.0027713643603832","2.632036601577407"
"1989-06-01","9.53","-0.2800000000000011","-0.0262433055052326","2.385240549354892"
"1989-07-01","9.24","-0.2899999999999991","-0.0279267065345223","2.130550578625135"
"1989-08-01","8.99","-0.25","-0.0247170269508996","1.9180098010126159"
"1989-09-01","9.02","0.0299999999999993","0.0029985029962564","1.9876448887083429"
"1989-10-01","8.84","-0.1799999999999997","-0.0181273845925566","1.8494677144449803"
"1989-11-01","8.55","-0.2899999999999991","-0.0299145565715228","1.6034748141890702"
"1989-12-01","8.45","-0.1000000000000014","-0.0105264129869877","1.5496484533229422"
"1990-01-01","8.23","-0.2199999999999988","-0.0235556929908904","1.3779585247380828"
"1990-02-01","8.24","0.0099999999999997","0.0010828371388318","1.4383629641619802"
"1990-03-01","8.28","0.0399999999999991","0.0043196611445166","1.5308090749260979"
"1990-04-01","8.26","-0.0199999999999995","-0.0021574981400211","1.5652330618822443"
"1990-05-01","8.18","-0.08","-0.0086768440256892","1.5415593180838005"
"1990-06-01","8.29","0.1099999999999994","0.0119113481933483","1.7097001591685501"
"1990-07-01","8.15","-0.1399999999999988","-0.0151846735383172","1.6295560060264513"
"1990-08-01","8.13","-0.0199999999999995","-0.0021881846805529","1.6710140874166006"
"1990-09-01","8.2","0.0699999999999985","0.0076377894481174","1.8039490583634823"
"1990-10-01","8.11","-0.0899999999999998","-0.0098307727831277","1.7782226802643688"
"1990-11-01","7.81","-0.2999999999999998","-0.0334852713237787","1.54368279515651"
"1990-12-01","7.31","-0.5","-0.0584278310807313","1.110163524223144"
"1991-01-01","6.91","-0.3999999999999994","-0.0493318270877942","0.777487077514829"
"1991-02-01","6.25","-0.6600000000000001","-0.0871263129129791","0.18546709900554692"
"1991-03-01","6.12","-0.1299999999999999","-0.0180937434426988","0.12391123354059719"
"1991-04-01","5.91","-0.2099999999999999","-0.0299380876443058","-0.017374305108016408"
"1991-05-01","5.78","-0.1299999999999999","-0.0189925358272744","-0.07858425927348911"
"1991-06-01","5.9","0.1200000000000001","0.0175443096509095","0.11008676277197704"
"1991-07-01","5.82","-0.08","-0.011661939747843","0.09844475911620698"
"1991-08-01","5.66","-0.1600000000000001","-0.023739987303073","0.006294878412130167"
"1991-09-01","5.45","-0.2099999999999999","-0.0320393537446166","-0.13655849029194833"
"1991-10-01","5.21","-0.2400000000000002","-0.0379192348622936","-0.310311006519318"
"1991-11-01","4.81","-0.4000000000000003","-0.0665803250815677","-0.6451572761012132"
"1991-12-01","4.43","-0.3799999999999999","-0.0676414369179756","-0.9612895104938195"
"1992-01-01","4.03","-0.3999999999999994","-0.0765191498341961","-1.2988949430879186"
"1992-02-01","4.06","0.0299999999999993","0.0059464991877262","-1.2081533899169576"
"1992-03-01","3.98","-0.0799999999999996","-0.0159365922628125","-1.2292346446768572"
"1992-04-01","3.73","-0.25","-0.0515046885327199","-1.4222991788923216"
"1992-05-01","3.82","0.0899999999999998","0.0188487255586673","-1.2774979792528351"
"1992-06-01","3.76","-0.06","-0.0125262598191804","-1.2849710579171782"
"1992-07-01","3.25","-0.5099999999999998","-0.1133286853070032","-1.7448485698066394"
"1992-08-01","3.3","0.0499999999999998","0.0116960397631913","-1.6472507549423705"
"1992-09-01","3.22","-0.0799999999999996","-0.018779894651596","-1.682284390007792"
"1992-10-01","3.1","-0.1200000000000001","-0.0288481543376586","-1.7600435414181557"
"1992-11-01","3.09","-0.0100000000000002","-0.0024420036555516","-1.730609294999283"
"1992-12-01","2.92","-0.1699999999999999","-0.0424533162523392","-1.8640491559941132"
"1993-01-01","3.02","0.1","0.0251902488285584","-1.7304172761788021"
"1993-02-01","3.03","0.0099999999999997","0.0024844733276618","-1.6897534242341705"
"1993-03-01","3.07","0.04","0.0098766234959122","-1.6220840168558825"
"1993-04-01","2.96","-0.1099999999999998","-0.0273989741881144","-1.7074224325187366"
"1993-05-01","3.0","0.04","0.0100503358535013","-1.645769533617159"
"1993-06-01","3.04","0.04","0.009950330853168","-1.5871130079897657"
"1993-07-01","3.06","0.02","0.0049382816405827","-1.5514278446361813"
"1993-08-01","3.03","-0.0300000000000002","-0.0074165976550499","-1.5686767863136857"
"1993-09-01","3.09","0.06","0.0147785940961189","-1.4988106048856968"
"1993-10-01","2.99","-0.0999999999999996","-0.0247537391529382","-1.5917679682280808"
"1993-11-01","3.02","0.0299999999999998","0.0074906717291574","-1.5574759793200612"
"1993-12-01","2.96","-0.06","-0.0150378773645403","-1.6158494589806116"
"1994-01-01","3.05","0.0899999999999998","0.0224728558520586","-1.5267912104671373"
"1994-02-01","3.25","0.2000000000000001","0.0482021018178775","-1.3301915690628228"
"1994-03-01","3.34","0.0899999999999998","0.0209553651759881","-1.2459290892544779"
"1994-04-01","3.56","0.2200000000000002","0.0494482754139813","-1.033872061705074"
"1994-05-01","4.01","0.4499999999999997","0.0941132915704785","-0.5938791634272063"
"1994-06-01","4.25","0.2400000000000002","0.046792161506759","-0.3658010940255867"
"1994-07-01","4.26","0.0099999999999997","0.0019029501460861","-0.36948397070397476"
"1994-08-01","4.47","0.2099999999999999","0.0391475896842712","-0.17477108812682385"
"1994-09-01","4.73","0.2600000000000007","0.0464369142927585","0.06849710999797587"
"1994-10-01","4.76","0.0299999999999993","0.0052219439811516","0.08048152850487966"
"1994-11-01","5.29","0.5300000000000002","0.0880235960045492","0.5913425437012654"
"1994-12-01","5.45","0.1600000000000001","0.0251190600953319","0.7312399108950594"
"1995-01-01","5.53","0.08","0.0123268124806585","0.7903288225659226"
"1995-02-01","5.92","0.3899999999999997","0.0580088263412386","1.1587588289102495"
"1995-03-01","5.98","0.0600000000000005","0.0086331471447029","1.1966733819082167"
"1995-04-01","6.05","0.0699999999999994","0.009978700049896","1.2442069924996462"
"1995-05-01","6.01","-0.04","-0.0056899157776786","1.1814849380334556"
"1995-06-01","6.0","-0.0099999999999997","-0.0014275519911854","1.1486228954959667"
"1995-07-01","5.85","-0.1500000000000003","-0.0216614967811794","0.9757274254773733"
"1995-08-01","5.74","-0.1099999999999994","-0.0161887273499181","0.8428962257368857"
"1995-09-01","5.8","0.0599999999999996","0.0088626872578454","0.8802194652727122"
"1995-10-01","5.76","-0.04","-0.0058997221271883","0.8177808092541632"
"1995-11-01","5.8","0.04","0.0058997221271883","0.8356571310336856"
"1995-12-01","5.6","-0.2000000000000001","-0.0298529631496813","0.6139189939266174"
"1996-01-01","5.56","-0.04","-0.0060790460763822","0.552630513276605"
"1996-02-01","5.22","-0.3399999999999998","-0.0532206962049095","0.19185106739801938"
"1996-03-01","5.31","0.0899999999999998","0.0143657698020338","0.2616357704808978"
"1996-04-01","5.22","-0.0899999999999998","-0.0143657698020338","0.15203825638297275"
"1996-05-01","5.24","0.0200000000000004","0.0032102756302483","0.15311014016744728"
"1996-06-01","5.27","0.0299999999999993","0.004796172263493","0.16490186376282967"
"1996-07-01","5.4","0.1300000000000007","0.0205216357207969","0.27746268769222926"
"1996-08-01","5.22","-0.1800000000000006","-0.0285280836145382","0.08084060008782767"
"1996-09-01","5.3","0.08","0.0127797266463989","0.14508144816601032"
"1996-10-01","5.24","-0.0599999999999996","-0.0095694510161505","0.07023045537310146"
"1996-11-01","5.31","0.0699999999999994","0.0111554941717855","0.1263317256998029"
"1996-12-01","5.29","-0.0199999999999995","-0.0031746058407726","0.09342882123515928"
"1997-01-01","5.25","-0.04","-0.0063796069640389","0.04156432928637788"
"1997-02-01","5.19","-0.0599999999999996","-0.0096463770518053","-0.029219883740728037"
"1997-03-01","5.39","0.1999999999999993","0.0317991816929386","0.16111772784723488"
"1997-04-01","5.51","0.1200000000000001","0.0186051878310344","0.2726189352057329"
"1997-05-01","5.5","-0.0099999999999997","-0.0015372793188865","0.2553242662978805"
"1997-06-01","5.56","0.0599999999999996","0.0091884260544061","0.3092721455456289"
"1997-07-01","5.52","-0.04","-0.0061162270174359","0.26449902727628416"
"1997-08-01","5.54","0.0200000000000004","0.0030627895305457","0.2810389794579997"
"1997-09-01","5.54","0.0","0.0","0.27892402917137904"
"1997-10-01","5.5","-0.04","-0.0061349885675159","0.2381840349863813"
"1997-11-01","5.52","0.0199999999999995","0.0030721990369702","0.2588467032813835"
"1997-12-01","5.5","-0.0199999999999995","-0.0030721990369702","0.24093790259499048"
"1998-01-01","5.56","0.0599999999999996","0.0091884260544061","0.3044815041918554"
"1998-02-01","5.51","-0.0499999999999998","-0.0076511467355195","0.25949952024788026"
"1998-03-01","5.49","-0.0199999999999995","-0.0030769255044793","0.24601161354464018"
"1998-04-01","5.45","-0.04","-0.0061823999083174","0.2140354445525956"
"1998-05-01","5.49","0.04","0.0061823999083174","0.2635867755044483"
"1998-06-01","5.56","0.0699999999999994","0.0107280722399989","0.34467971712484324"
"1998-07-01","5.54","-0.0199999999999995","-0.0030534374868902","0.3373263462898519"
"1998-08-01","5.55","0.0099999999999997","0.0015278841780532","0.3615360803098264"
"1998-09-01","5.51","-0.04","-0.0061255934266826","0.3373157336683761"
"1998-10-01","5.07","-0.4399999999999995","-0.0699808511490709","-0.08533066878113615"
"1998-11-01","4.83","-0.2400000000000002","-0.0403416047090059","-0.3064017049302068"
"1998-12-01","4.68","-0.1500000000000003","-0.0260657676293412","-0.43589529425468054"
"1999-01-01","4.63","-0.0499999999999998","-0.0088417905814608","-0.4638069920197152"
"1999-02-01","4.76","0.1299999999999999","0.0228280325562009","-0.3101289901008517"
"1999-03-01","4.81","0.0499999999999998","0.0086430961560197","-0.23484990161597707"
"1999-04-01","4.74","-0.0699999999999994","-0.0121213605323446","-0.2779559467123711"
"1999-05-01","4.74","0.0","0.0","-0.24943153342387703"
"1999-06-01","4.76","0.0199999999999995","0.0034782643763249","-0.19925892506252652"
"1999-07-01","4.99","0.2300000000000004","0.0391539374195581","0.06258153968568081"
"1999-08-01","5.07","0.08","0.0132671929440488","0.17611105962645102"
"1999-09-01","5.22","0.1499999999999994","0.0244113016796809","0.3613503506832414"
"1999-10-01","5.2","-0.0199999999999995","-0.0032206147000419","0.37831876989787894"
"1999-11-01","5.42","0.2199999999999997","0.0348688256508238","0.6370328861150352"
"1999-12-01","5.3","-0.1200000000000001","-0.0188684843043829","0.5575063490530772"
"2000-01-01","5.45","0.1500000000000003","0.0235304974101941","0.7497478930531658"
"2000-02-01","5.73","0.2800000000000002","0.0424950128489554","1.0737619507099385"
"2000-03-01","5.85","0.1199999999999992","0.0176735086174972","1.2395471695262703"
"2000-04-01","6.02","0.1699999999999999","0.0245145657635859","1.4570939118047992"
"2000-05-01","6.27","0.25","0.0349930735077081","1.7563829754409914"
"2000-06-01","6.53","0.2600000000000007","0.0351387502663742","2.0673839153217353"
"2000-07-01","6.54","0.0099999999999997","0.0013271402080627","2.130052733996143"
"2000-08-01","6.5","-0.04","-0.0053191614776002","2.144329481976949"
"2000-09-01","6.52","0.0199999999999995","0.0026631174194835","2.220137774184799"
"2000-10-01","6.51","-0.0099999999999997","-0.0013306721857047","2.267384679788165"
"2000-11-01","6.51","0.0","0.0","2.3259601372628147"
"2000-12-01","6.4","-0.1099999999999994","-0.0147554655659192","2.2757365898323583"
"2001-01-01","5.98","-0.4199999999999999","-0.058431083435843","1.9165685334971236"
"2001-02-01","5.49","-0.4900000000000002","-0.0727863860582826","1.4882929045615292"
"2001-03-01","5.31","-0.1800000000000006","-0.0281268541628767","1.3707318509925441"
"2001-04-01","4.8","-0.5099999999999998","-0.0842777590007481","0.9236960370155884"
"2001-05-01","4.21","-0.5899999999999999","-0.107278061787098","0.3969855502214288"
"2001-06-01","3.97","-0.2399999999999997","-0.047160015656738","0.2203933509165954"
"2001-07-01","3.77","-0.2000000000000001","-0.0410735352082878","0.0837093362475061"
"2001-08-01","3.65","-0.1200000000000001","-0.0254790853009847","0.0267217027946014"
"2001-09-01","3.07","-0.5800000000000001","-0.1332242201447613","-0.49078199876705186"
"2001-10-01","2.49","-0.5799999999999996","-0.1537412632401678","-1.0090144239483663"
"2001-11-01","2.09","-0.4000000000000003","-0.1217306453046818","-1.3481844413621165"
"2001-12-01","1.82","-0.2699999999999998","-0.0914342059596318","-1.5584931340159531"
"2002-01-01","1.73","-0.09","-0.0324352757531538","-1.5901311822598019"
"2002-02-01","1.74","0.01","0.0036563112031104","-1.5232772410336033"
"2002-03-01","1.73","-0.01","-0.0036563112031104","-1.4780976957465723"
"2002-04-01","1.75","0.02","0.0072993024816114","-1.4047471781255076"
"2002-05-01","1.75","0.0","0.0","-1.3533689148223949"
"2002-06-01","1.75","0.0","0.0","-1.3040952933906222"
"2002-07-01","1.73","-0.02","-0.0072993024816114","-1.2770482587222003"
"2002-08-01","1.74","0.01","0.0036563112031104","-1.222339693245454"
"2002-09-01","1.75","0.01","0.0036429912785009","-1.170071625621281"
"2002-10-01","1.75","0.0","0.0","-1.1303366528771432"
"2002-11-01","1.34","-0.4099999999999999","-0.1614499823088697","-1.5032183437100575"
"2002-12-01","1.24","-0.1","-0.0436750635026617","-1.5687915450836074"
"2003-01-01","1.24","0.0","0.0","-1.5371195050544022"
"2003-02-01","1.26","0.02","0.0088889474172461","-1.4882533668060185"
"2003-03-01","1.25","-0.01","-0.0044345970678657","-1.4722324130320223"
"2003-04-01","1.26","0.01","0.0044345970678657","-1.4390844429895078"
"2003-05-01","1.26","0.0","0.0","-1.418825896117568"
"2003-06-01","1.22","-0.04","-0.0178576174000064","-1.4414621078086662"
"2003-07-01","1.01","-0.2099999999999999","-0.0993724738132036","-1.6369874657245853"
"2003-08-01","1.03","0.02","0.0099010709827116","-1.6053852351343016"
"2003-09-01","1.01","-0.02","-0.0099010709827116","-1.6166260502306675"
"2003-10-01","1.01","0.0","0.0","-1.6106681579747824"
"2003-11-01","1.0","-0.01","-0.004987541511039","-1.6174573313613063"
"2003-12-01","0.98","-0.02","-0.0100503358535014","-1.636926915389855"
"2004-01-01","1.0","0.02","0.0100503358535014","-1.6189977746794"
"2004-02-01","1.01","0.01","0.004987541511039","-1.613578143239997"
"2004-03-01","1.0","-0.01","-0.004987541511039","-1.630563762814921"
"2004-04-01","1.0","0.0","0.0","-1.6398379246988108"
"2004-05-01","1.0","0.0","0.0","-1.6512713386757887"
"2004-06-01","1.03","0.03","0.0148886124937507","-1.634722061459571"
"2004-07-01","1.26","0.2299999999999999","0.1073290202304985","-1.4200354084726807"
"2004-08-01","1.43","0.1699999999999999","0.0725264440682625","-1.2670440815414883"
"2004-09-01","1.61","0.1800000000000001","0.0714589639821449","-1.1055698254290272"
"2004-10-01","1.76","0.1499999999999999","0.0558804583944564","-0.975424608323628"
"2004-11-01","1.93","0.1699999999999999","0.0597717432999174","-0.8264118677822496"
"2004-12-01","2.16","0.2300000000000002","0.0755696045698448","-0.6183275149374046"
"2005-01-01","2.28","0.1199999999999996","0.0372713947972316","-0.520961084286824"
"2005-02-01","2.5","0.2200000000000002","0.0649195460993157","-0.32409733928259943"
"2005-03-01","2.63","0.1299999999999999","0.0364696797813912","-0.2175170236153705"
"2005-04-01","2.79","0.1600000000000001","0.0431333708175756","-0.08099838022469985"
"2005-05-01","3.0","0.2099999999999999","0.0539283420255556","0.10568202632194446"
"2005-06-01","3.04","0.04","0.009950330853168","0.12274825644459675"
"2005-07-01","3.26","0.2199999999999997","0.0530244683082203","0.3204235551155592"
"2005-08-01","3.5","0.2400000000000002","0.0548082364949951","0.5389302201755299"
"2005-09-01","3.62","0.1200000000000001","0.0263173083173733","0.63848807706123"
"2005-10-01","3.78","0.1599999999999997","0.0340458414097168","0.7793127927971883"
"2005-11-01","4.0","0.2200000000000002","0.0449973659307358","0.9816151078024027"
"2005-12-01","4.16","0.1600000000000001","0.0314986670593711","1.1255997492798757"
"2006-01-01","4.29","0.1299999999999999","0.0248816663767366","1.2414638702419634"
"2006-02-01","4.49","0.2000000000000001","0.0371100096512313","1.4293959385177715"
"2006-03-01","4.59","0.0999999999999996","0.0180510316455684","1.5195748427398743"
"2006-04-01","4.79","0.2000000000000001","0.035153004417896","1.7121684422511998"
"2006-05-01","4.94","0.1500000000000003","0.0255768417896498","1.8573328712801471"
"2006-06-01","4.99","0.0499999999999998","0.0083822787528045","1.9052110528788635"
"2006-07-01","5.24","0.25","0.0408887702539781","2.1559315788273423"
"2006-08-01","5.25","0.0099999999999997","0.0016012813669739","2.1696083402030073"
"2006-09-01","5.25","0.0","0.0","2.176338592808755"
"2006-10-01","5.25","0.0","0.0","2.1862028516423853"
"2006-11-01","5.25","0.0","0.0","2.1992648389656444"
"2006-12-01","5.24","-0.0099999999999997","-0.0016012813669739","2.2055714081911106"
"2007-01-01","5.25","0.0099999999999997","0.0016012813669739","2.2351524430952603"
"2007-02-01","5.26","0.0099999999999997","0.0015987213636969","2.268020809156669"
"2007-03-01","5.26","0.0","0.0","2.2941721253072855"
"2007-04-01","5.25","-0.0099999999999997","-0.0015987213636969","2.3135845103184933"
"2007-05-01","5.25","0.0","0.0","2.3462183810162647"
"2007-06-01","5.25","0.0","0.0","2.3820163024942373"
"2007-07-01","5.26","0.0099999999999997","0.0015987213636969","2.4309027363091595"
"2007-08-01","5.02","-0.2400000000000002","-0.0390929257912775","2.232783764262358"
"2007-09-01","4.94","-0.0799999999999991","-0.013378125946176","2.1975467111896014"
"2007-10-01","4.76","-0.1800000000000006","-0.0307716586667536","2.0650616736568708"
"2007-11-01","4.49","-0.2699999999999996","-0.0480092191863605","1.8451817918512057"
"2007-12-01","4.24","-0.25","-0.0466067571884885","1.6477442718417907"
"2008-01-01","3.94","-0.3000000000000002","-0.0589561671331198","1.4025720821839847"
"2008-02-01","2.98","-0.96","-0.2160835119034847","0.4994754773569752"
"2008-03-01","2.61","-0.3700000000000001","-0.0975740469515566","0.1882538895244985"
"2008-04-01","2.28","-0.33","-0.0958643499487372","-0.0812971031271581"
"2008-05-01","1.98","-0.2999999999999998","-0.0959201218787393","-0.31938337498801417"
"2008-06-01","2.0","0.02","0.0066889881507967","-0.23621017315562787"
"2008-07-01","2.01","0.0099999999999997","0.0033277900926744","-0.16198028034966283"
"2008-08-01","2.0","-0.0099999999999997","-0.0033277900926744","-0.10689465668042208"
"2008-09-01","1.81","-0.1899999999999999","-0.0654278053224552","-0.2311530124103669"
"2008-10-01","0.97","-0.8400000000000001","-0.3551509405957573","-1.0049542329975087"
"2008-11-01","0.39","-0.58","-0.3487297956072967","-1.5184954203117993"
"2008-12-01","0.16","-0.23","-0.1808837420243271","-1.6819659219467027"
"2009-01-01","0.15","-0.01","-0.0086580627431145","-1.6255433687100322"
"2009-02-01","0.22","0.07","0.0590889163700064","-1.4893924132774867"
"2009-03-01","0.18","-0.04","-0.0333364202675918","-1.4636651655518584"
"2009-04-01","0.15","-0.03","-0.0257524961024146","-1.4285022432105283"
"2009-05-01","0.18","0.03","0.0257524961024146","-1.33403297021818"
"2009-06-01","0.21","0.03","0.0251059211310763","-1.2403756481456452"
"2009-07-01","0.16","-0.0499999999999999","-0.0422003544903764","-1.22763828509948"
"2009-08-01","0.16","0.0","0.0","-1.165919318386486"
"2009-09-01","0.15","-0.01","-0.0086580627431145","-1.115307712795833"
"2009-10-01","0.12","-0.03","-0.0264332570681555","-1.0858834368256542"
"2009-11-01","0.12","0.0","0.0","-1.0277178532046949"
"2009-12-01","0.12","0.0","0.0","-0.9708739459314774"
"2010-01-01","0.11","-0.0099999999999999","-0.0089686699827604","-0.9254067690828166"
"2010-02-01","0.13","0.02","0.0178576174000064","-0.8513638854242163"
"2010-03-01","0.16","0.03","0.026202372394024","-0.7687857172368504"
"2010-04-01","0.2","0.04","0.0339015516756813","-0.6777061176361117"
"2010-05-01","0.2","0.0","0.0","-0.6281530077488326"
"2010-06-01","0.18","-0.02","-0.0168071183163812","-0.6001490794879762"
"2010-07-01","0.18","0.0","0.0","-0.5537121779068781"
"2010-08-01","0.19","0.01","0.0084388686458646","-0.4988555172789399"
"2010-09-01","0.19","0.0","0.0","-0.4555880394070561"
"2010-10-01","0.19","0.0","0.0","-0.41391483690031344"
"2010-11-01","0.19","0.0","0.0","-0.3738374870279882"
"2010-12-01","0.18","-0.01","-0.0084388686458646","-0.34535437327203494"
"2011-01-01","0.17","-0.0099999999999999","-0.0085106896679086","-0.31846099456589705"
"2011-02-01","0.16","-0.01","-0.0085837436913914","-0.2931501850716193"
"2011-03-01","0.14","-0.0199999999999999","-0.0173917427118692","-0.279412321690486"
"2011-04-01","0.1","-0.04","-0.0357180826020792","-0.2872355193624766"
"2011-05-01","0.09","-0.01","-0.0091324835632725","-0.2666057370682986"
"2011-06-01","0.09","0.0","0.0","-0.2375067174652075"
"2011-07-01","0.07","-0.0199999999999999","-0.0185190477672375","-0.22992014606742567"
"2011-08-01","0.1","0.03","0.02765153133051","-0.17382587577561517"
"2011-09-01","0.08","-0.02","-0.0183491386681965","-0.16920198541523673"
"2011-10-01","0.07","-0.0099999999999999","-0.0093023926623135","-0.1560252125627097"
"2011-11-01","0.08","0.0099999999999999","0.0093023926623135","-0.12427098922357822"
"2011-12-01","0.07","-0.0099999999999999","-0.0093023926623135","-0.11391354350514138"
"2012-01-01","0.08","0.0099999999999999","0.0093023926623135","-0.0849261446336086"
"2012-02-01","0.1","0.02","0.0183491386681965","-0.04728118287266217"
"2012-03-01","0.13","0.03","0.0269074529199243","-0.0009503931916585717"
"2012-04-01","0.14","0.01","0.0088106296821548","0.024094854263987706"
"2012-05-01","0.16","0.0199999999999999","0.0173917427118692","0.057883196682142715"
"2012-06-01","0.16","0.0","0.0","0.07044308533358724"
"2012-07-01","0.16","0.0","0.0","0.08180252485949797"
"2012-08-01","0.13","-0.03","-0.026202372394024","0.061988976358726466"
"2012-09-01","0.14","0.01","0.0088106296821548","0.0810292697378028"
"2012-10-01","0.16","0.0199999999999999","0.0173917427118692","0.10894975659325426"
"2012-11-01","0.16","0.0","0.0","0.1157761632957614"
"2012-12-01","0.16","0.0","0.0","0.1215333755543026"
"2013-01-01","0.14","-0.0199999999999999","-0.0173917427118692","0.10624538574326296"
"2013-02-01","0.15","0.0099999999999999","0.0087336799687546","0.11993524847950005"
"2013-03-01","0.14","-0.0099999999999999","-0.0087336799687546","0.11262519858522843"
"2013-04-01","0.15","0.0099999999999999","0.0087336799687546","0.1243365454563626"
