,y
0.0,-3.4268756398908766
1.0,3.47584237124872
2.0,-2.0517761849294684
3.0,2.021241370980614
4.0,1.250797368745981
5.0,0.4285778586630063
6.0,0.6316294384045014
7.0,-0.4606113450435473
8.0,-1.6842333412080166
9.0,1.1224586600555677
10.0,-1.5979477379757598
11.0,0.5243655260988695
12.0,1.1649557369551506
13.0,0.6582244624019274
14.0,0.3764865588654074
15.0,-1.3062143139455866
16.0,0.11932356812315138
17.0,1.5728198063020302
18.0,0.45720461605455637
19.0,-0.4718235045362875
20.0,-1.1834209595643121
21.0,0.6193098457007404
22.0,0.585325068996135
23.0,-0.896405070611548
24.0,-1.2218136655975966
25.0,-1.2339989372350149
26.0,3.495900527260148
27.0,-1.0477063225840455
28.0,0.3077807871569829
29.0,-1.1960394649960557
30.0,-0.008167413466134307
31.0,-2.314185581561427
32.0,-2.3896382686831705
33.0,-1.8549390226902294
34.0,0.05943681186132161
35.0,1.9232049126190764
36.0,-2.955516504098942
37.0,-0.4367181769145518
38.0,4.55269971928759
39.0,0.5166809787136852
40.0,1.4056867363136072
41.0,1.7818248210337877
42.0,0.5022290879311322
43.0,-2.6031987941278136
44.0,1.7091874892025214
45.0,0.3659440768458889
46.0,-1.896883871699724
47.0,0.12725299907608947
48.0,-0.5051140570937707
49.0,0.9310588435308806
50.0,-0.8307156108529506
51.0,-5.059981718041691
52.0,-1.0996429175775762
53.0,-2.7884869900683764
54.0,1.2954847956822986
55.0,1.1599535744880787
56.0,-4.613947230618652
57.0,4.738123145043752
58.0,1.7506447011568504
59.0,2.114097316190118
60.0,-0.1923227809263733
61.0,2.532045698829765
62.0,-0.22813650514975642
63.0,1.1622156576255118
64.0,-0.8694095429041088
65.0,1.9817892795092853
66.0,0.4168386132460966
67.0,-0.7520472816800182
68.0,-1.2204461319975706
69.0,0.6552186951366685
70.0,-1.1729758160621784
71.0,2.4242523790347956
72.0,0.722702113976193
73.0,0.4842748285927342
74.0,-1.7880652224612077
75.0,1.685912731340306
76.0,-0.6865811592477461
77.0,-0.04575935210236698
78.0,3.0906029662014993
79.0,0.06560167208211096
80.0,0.2255999711583579
81.0,-0.2680962826940701
82.0,0.9903456023349968
83.0,0.056255839366753366
84.0,-0.6675139930046882
85.0,-0.07413037121357767
86.0,0.47975998382762874
87.0,-1.5728436405985813
88.0,1.3837814706115303
89.0,-1.2037199038775512
90.0,0.4471417703940091
91.0,-1.3146179027881022
92.0,0.41133726769491996
93.0,-0.3883631784629833
94.0,-2.102554060862217
95.0,3.704252345068089
96.0,0.9020470055930461
97.0,0.801483996582738
98.0,-0.620589480996973
99.0,2.4840812877297327
100.0,0.7027231669302455
101.0,-0.047316858169050076
102.0,-0.5188207002012031
103.0,0.8737928224371142
104.0,0.06344137043918462
105.0,-0.2977420215581585
106.0,1.4468372804898044
107.0,-0.6916348767063404
108.0,1.1776848689260195
109.0,1.6906564665877362
110.0,0.7043112171761444
111.0,0.7632103496190429
112.0,-0.718375064841834
113.0,0.6957000669639912
114.0,-1.4985419232081354
115.0,0.9376396145374971
116.0,-0.44735896894059757
117.0,-1.2179988327911073
118.0,1.1479887811379226
119.0,1.3881208217359402
120.0,0.0313919833257427
121.0,0.20568414659359568
122.0,-1.206695561866407
123.0,2.0645897523143817
124.0,0.6187672020664721
125.0,0.15337566434255742
