,y
126.0,-0.0546654264833273
127.0,0.08383217443122244
128.0,-0.6097851278121734
129.0,-0.4120537680556426
130.0,1.5678942028340712
131.0,1.04119677588599
132.0,0.07961295640060584
133.0,-0.1317820165335612
134.0,-1.38280793620194
135.0,-0.3368770916705993
136.0,0.36804304340618993
137.0,1.331009727701798
138.0,-0.2653490061519313
139.0,1.2304828045827216
140.0,0.19934998474148408
141.0,0.3775938452133861
142.0,1.6598140775278283
143.0,-0.04468495934632467
144.0,0.4369301068926055
145.0,-0.06638146900663766
146.0,0.7567837417236305
147.0,0.18472449986990722
148.0,0.039447741580622565
149.0,0.441474908631587
150.0,1.9258277668242725
151.0,-0.40117291714681724
152.0,0.5683531178390753
153.0,1.22027448857076
154.0,0.11056999749894551
155.0,1.3471422024912936
156.0,1.5868373130541795
157.0,1.0949521846519945
158.0,1.462432418902666
159.0,-0.6101173477444444
160.0,-8.926183857569733
161.0,5.656413444366048
162.0,-1.0023704454648545
163.0,-0.9770366514251574
164.0,2.263494241089026
165.0,0.304763276460919
166.0,-3.8453913030906555
167.0,-0.1067193656656295
168.0,0.8284802720343231
169.0,0.043173983203780186
170.0,1.0879047200443672
171.0,-0.9772316663442597
172.0,-1.4050553892996362
173.0,3.487877351030831
174.0,-0.10803152039986257
175.0,0.2801132949683996
176.0,-0.827903345748859
177.0,2.3779197892495105
178.0,0.43652791744877684
179.0,-1.1832568066879818
180.0,-1.2239275501049725
181.0,0.7445604186814628
182.0,2.2288562912999086
183.0,0.22131704868413254
184.0,1.168051577951573
185.0,-0.3608330226491964
186.0,0.9280487392300439
187.0,-0.4527413941548128
188.0,0.5718156254239747
189.0,1.533515983744765
190.0,-0.7987277419458519
191.0,0.9038056518679137
192.0,0.9107307995343557
193.0,-0.5731655196787566
194.0,-0.426091539651023
195.0,-6.156138814226962
196.0,1.4702396313971484
197.0,-2.309416429487804
198.0,1.278035428978087
199.0,2.3962769958005437
200.0,-2.7680911798822447
201.0,-2.984164994405613
202.0,3.2621497255843996
203.0,-1.5404067241720265
204.0,-1.6987221210775454
205.0,-7.159036890352817
206.0,0.8639713262766932
207.0,-1.6586366804313266
208.0,5.899187509935812
209.0,1.5029166983353097
210.0,0.2413706042311651
211.0,2.3108042618022178
212.0,0.07208492198978197
213.0,1.4556945482682175
214.0,1.0560490226449168
215.0,0.3457268436373327
216.0,-1.2853009038705117
217.0,2.143168458526424
218.0,1.6386364881331592
219.0,-1.3911235580986616
220.0,2.245989477931081
221.0,0.3096613032795743
222.0,0.5768685473839362
223.0,0.7250646648619051
224.0,-0.29604269726438287
225.0,-1.617108785040882
226.0,0.194886389885931
227.0,-1.898083066143969
228.0,-1.1897943720457427
229.0,1.9399218831134775
230.0,1.6791610539687096
231.0,2.13973153680675
232.0,-0.9953990266915846
233.0,2.3950903389226577
234.0,0.13642523588127592
235.0,-0.16012642818338538
236.0,0.28538536905583156
237.0,-1.682360605126472
238.0,-0.5251501997369303
239.0,-3.1283171738625946
240.0,2.6116795022601464
241.0,0.05575437790607371
242.0,1.7429209627372382
243.0,1.1217117156028675
244.0,-0.092415661466345
245.0,-0.9748714453908793
246.0,-2.275485072306989
247.0,0.9403772340096131
248.0,2.0155420793640753
249.0,0.41077271421593387
250.0,0.9018148236611269
251.0,1.5555399489709512
252.0,0.37044052176145864
253.0,0.2229022493959871
254.0,1.6010725100083163
255.0,-1.1545210646597663
256.0,1.6271481081873262
257.0,1.1547161302560245
258.0,1.0717959626218294
259.0,0.5521974066815675
260.0,0.5158748347270837
261.0,1.2777248387452367
262.0,0.2628583367938932
263.0,-1.2673451496058652
264.0,1.8741231823350475
265.0,0.8381324542331582
266.0,-0.021044703137483228
267.0,-12.436362670440488
268.0,1.5053487657497704
269.0,-19.804404937797756
270.0,-2.9142989249568827
271.0,8.763692895008845
272.0,-4.001727143589393
273.0,9.898388576550769
274.0,0.348160529480256
275.0,-0.06252959084167294
276.0,4.01543492841097
277.0,-1.0784377882298457
278.0,-1.0007580160239213
279.0,3.310415856565893
280.0,2.717353887366764
281.0,2.6904599042026147
282.0,-3.606602292375116
283.0,3.702624746126986
284.0,-1.0188688944975883
285.0,1.4886567727145776
286.0,0.7016847749755468
287.0,1.9951606863527878
288.0,0.6228241359510966
289.0,0.32583349668476147
290.0,3.1218308388851463
291.0,0.7220468759428148
292.0,0.35745519541253307
293.0,2.8834362470066917
294.0,-0.8499084903547998
295.0,-3.4111595103956915
296.0,0.5322454692905556
297.0,-3.3445457936495373
298.0,4.050714050627331
299.0,1.934260841411797
300.0,1.053663811164125
301.0,-0.8606317746389918
302.0,-4.240385718395833
303.0,5.8762766561202495
304.0,0.7537519756024891
305.0,1.260330288773037
306.0,1.3251154867453339
307.0,1.0161323498831996
308.0,0.037632197015059834
309.0,1.4716264122145444
310.0,-0.5230586879522999
311.0,1.4213695517915619
312.0,1.2624732161563306
313.0,-0.2171244874553383
314.0,1.5043547375307476
315.0,-1.7195794658413837
316.0,2.2029559653464053
317.0,1.146371195452784
318.0,-0.061553116541320355
319.0,-2.1859709131035165
320.0,-1.6023411766805673
321.0,4.434414313026009
322.0,-0.60804095274404
323.0,-0.15182000623658407
324.0,2.783498364277391
325.0,1.90468794601456
326.0,1.7720259018399531
327.0,-0.853424444901884
328.0,1.8329319427975772
329.0,-0.23416133117093443
330.0,-2.14390770059416
331.0,1.127242551875911
332.0,0.99904576456082
333.0,-0.19132823248908276
334.0,1.0989178848883594
335.0,-0.40941389270305095
336.0,1.0515773231293535
337.0,1.2449969623008919
338.0,0.02036586687762705
339.0,0.9033730419565971
340.0,0.17072904693895455
341.0,1.1761168540525917
342.0,0.22490773897203906
343.0,0.7138439690931492
344.0,-1.2413054513318165
345.0,1.4466598252764207
346.0,1.486661454679107
347.0,-0.9672123677320964
348.0,-0.43559163968490333
349.0,-0.5552131066572289
350.0,-3.2307867457448465
351.0,2.118295613798242
352.0,0.8712414222627295
353.0,2.48164779901505
354.0,1.0198889701511802
355.0,1.803322025371559
356.0,-0.6600720651285552
357.0,1.1817786000515904
358.0,-0.06549177620862563
359.0,-2.6807459326245584
360.0,1.9547294708262035
361.0,0.02612919615707019
362.0,1.2160533192264549
363.0,1.1140065734671887
364.0,-1.7453128499971364
365.0,-0.7914462387209673
366.0,-3.8574994374208806
367.0,-3.547107324908897
368.0,3.429028321424201
369.0,0.5932228572878216
370.0,-2.787564016430357
371.0,-2.1124327594946717
372.0,1.7288547337933033
373.0,-2.411576713122272
374.0,3.5096802412467385
375.0,2.4294141140783787
376.0,0.22650515997008341
377.0,-0.6688423940851231
378.0,-2.4205058905307157
379.0,0.02436335194866275
380.0,-2.4458815796056292
381.0,-3.334995142228908
382.0,-5.369405928295799
383.0,-0.7480695047987014
384.0,3.947172725714561
385.0,2.8899315376544643
386.0,-3.88106653763721
387.0,-9.14283131182452
388.0,3.4565574691884535
389.0,-0.27304983764747615
390.0,3.050190528882919
391.0,-2.9181905478727588
392.0,5.356556744709032
393.0,1.82080416507706
394.0,1.9335824678472664
395.0,1.3238305161239152
396.0,1.8012528572410622
397.0,-1.9951507079139876
398.0,-5.6902653947439354
399.0,0.9865798284992828
400.0,-2.6515479656071794
401.0,-3.7438434716518096
402.0,-3.177145125438098
403.0,2.8180656931187364
404.0,-2.0126328419989745
405.0,-0.11259699583304195
406.0,3.7879144629259383
407.0,-2.3226220249278833
408.0,6.163289874617801
409.0,-0.24826395815828883
410.0,2.02419181594494
411.0,1.2169718933796747
412.0,-2.8125966557168125
413.0,-1.7243783434767925
414.0,-1.9010362018316067
415.0,0.7010272109301222
416.0,-1.0755722701702592
417.0,4.494756233797041
418.0,-2.1396302165897274
419.0,4.06071995950374
420.0,2.896491004656999
421.0,-2.3789204637276478
422.0,0.2180620133073676
423.0,-1.9275543368160075
424.0,-0.7748662383466439
425.0,-1.595797433381039
426.0,1.0651729278236381
427.0,-0.2923268890114148
428.0,2.553034933421201
429.0,1.3288802078358686
430.0,0.9986507858396612
431.0,-0.3970559934747992
432.0,0.13454241163480823
433.0,-1.8088577925794793
434.0,1.6944131269909908
435.0,1.6192540094759387
436.0,-1.1203416568450915
437.0,1.666014096194632
438.0,1.7125628814403004
439.0,3.0257617204430303
440.0,-0.9979886282577843
441.0,0.33149398306466743
442.0,0.34400240810518545
443.0,2.2070898038164515
444.0,0.5490411749917306
445.0,0.055995605345353305
446.0,-0.7859060149307799
447.0,-0.7370692090104628
448.0,-2.228129258606063
449.0,0.13605626560804962
450.0,2.9572289573401354
451.0,-1.2617932663027942
452.0,1.2049836188589567
453.0,-3.9642568034630754
454.0,-0.7022243765923597
455.0,-0.9701124644751549
456.0,2.124198087277416
457.0,-1.660054381628354
458.0,-3.345913360478499
459.0,4.271485446763172
460.0,0.6825155003715531
461.0,3.6340398908540186
462.0,1.0674260893529044
463.0,0.24504994706896613
464.0,0.3887098035963246
465.0,2.879467085015208
466.0,0.574675865573717
467.0,0.7680984926489678
468.0,-0.28304770367338355
