iteration,loglik,run
0,,6
1,-6918834.0,6
2,-7521348.5,6
3,-8334897.0,6
4,-7082199.5,6
5,-9718623.0,6
6,-12306052.0,6
7,-10998994.0,6
8,-15458627.0,6
9,-17969130.0,6
10,-18540140.0,6
11,-21287328.0,6
12,-25212182.0,6
13,-33782396.0,6
14,-42486636.0,6
15,-51086900.0,6
16,-291406080.0,6
17,-27060.591796875,6
18,-27013.982421875,6
19,-26975.990234375,6
20,-26940.955078125,6
21,-26904.8984375,6
22,-26868.833984375,6
23,-26825.935546875,6
24,-26790.796875,6
25,-26756.509765625,6
26,-26727.376953125,6
27,-26692.064453125,6
28,-26662.95703125,6
29,-26633.3515625,6
30,-2736781824.0,6
31,-685191872.0,6
32,-796978304.0,6
33,-5019134464.0,6
34,-1722017024.0,6
35,-595964224.0,6
36,-645079488.0,6
37,-1547354496.0,6
38,-169812960.0,6
39,-169374368.0,6
40,-180640048.0,6
41,-89734992.0,6
42,-119935880.0,6
43,-134933408.0,6
44,-105535920.0,6
45,-103469368.0,6
46,-89491064.0,6
47,-105534784.0,6
48,-102228192.0,6
49,-79871984.0,6
50,-79851560.0,6
