iteration,loglik,run
0,,1
1,-6595391.0,1
2,-6711162.5,1
3,-9023561.0,1
4,-11777152.0,1
5,-15361150.0,1
6,-22059254.0,1
7,-43253792.0,1
8,-42478984.0,1
9,-122509688.0,1
10,-146690640.0,1
11,-61525452.0,1
12,-55872904.0,1
13,-63497300.0,1
14,-55867080.0,1
15,-31922604.0,1
16,-32326894.0,1
17,-33545216.0,1
18,-50402276.0,1
19,-54396264.0,1
20,-44885056.0,1
21,-48223364.0,1
22,-43876992.0,1
23,-37113252.0,1
24,-45682208.0,1
25,-49285816.0,1
26,-31825782.0,1
27,-33604708.0,1
28,-33162836.0,1
29,-32146448.0,1
30,-31212084.0,1
31,-30093346.0,1
32,-30670584.0,1
33,-31139852.0,1
34,-31062430.0,1
35,-30338632.0,1
36,-27743140.0,1
37,-27215062.0,1
38,-29116564.0,1
39,-29723928.0,1
40,-31202030.0,1
41,-32109188.0,1
42,-33906628.0,1
43,-35147488.0,1
44,-43205628.0,1
45,-42961304.0,1
46,-40199652.0,1
47,-41437392.0,1
48,-44327748.0,1
49,-43252276.0,1
50,-44297992.0,1
