iteration,value,parameter,run
43,0.6686127781867981,mu_IR,0
44,0.6787728071212769,mu_IR,0
45,0.7035489082336426,mu_IR,0
46,0.707722008228302,mu_IR,0
47,0.7399002313613892,mu_IR,0
48,0.7738115191459656,mu_IR,0
49,0.8025301694869995,mu_IR,0
50,0.8435446619987488,mu_IR,0
0,2300000.0,N,0
1,2300000.0,N,0
2,2300000.0,N,0
3,2300000.0,N,0
4,2300000.0,N,0
5,2300000.0,N,0
6,2300000.0,N,0
7,2300000.0,N,0
8,2300000.0,N,0
9,2300000.0,N,0
10,2300000.0,N,0
11,2300000.0,N,0
12,2300000.0,N,0
13,2300000.0,N,0
14,2300000.0,N,0
15,2300000.0,N,0
16,2300000.0,N,0
17,2300000.0,N,0
18,2300000.0,N,0
19,2300000.0,N,0
20,2300000.0,N,0
21,2300000.0,N,0
22,2300000.0,N,0
23,2300000.0,N,0
24,2300000.0,N,0
25,2300000.0,N,0
26,2300000.0,N,0
27,2300000.0,N,0
28,2300000.0,N,0
29,2300000.0,N,0
30,2300000.0,N,0
31,2300000.0,N,0
32,2300000.0,N,0
33,2300000.0,N,0
34,2300000.0,N,0
35,2300000.0,N,0
36,2300000.0,N,0
37,2300000.0,N,0
38,2300000.0,N,0
39,2300000.0,N,0
40,2300000.0,N,0
41,2300000.0,N,0
42,2300000.0,N,0
43,2300000.0,N,0
44,2300000.0,N,0
45,2300000.0,N,0
46,2300000.0,N,0
47,2300000.0,N,0
48,2300000.0,N,0
49,2300000.0,N,0
50,2300000.0,N,0
0,0.5696378350257874,rho,0
1,0.8854378461837769,rho,0
2,1.237899899482727,rho,0
3,1.5507549047470093,rho,0
4,1.9031240940093994,rho,0
5,2.3376622200012207,rho,0
6,2.6196298599243164,rho,0
7,2.9048962593078613,rho,0
8,3.1952357292175293,rho,0
9,3.5407207012176514,rho,0
10,3.822014093399048,rho,0
11,4.0879106521606445,rho,0
12,4.386288642883301,rho,0
13,4.672649383544922,rho,0
14,4.944634914398193,rho,0
15,5.29905366897583,rho,0
16,5.597536087036133,rho,0
17,5.865164756774902,rho,0
18,6.148190498352051,rho,0
19,6.407641410827637,rho,0
20,6.6583757400512695,rho,0
21,6.9698710441589355,rho,0
22,7.205445289611816,rho,0
23,7.420746326446533,rho,0
24,7.684393405914307,rho,0
25,7.940449237823486,rho,0
26,8.188552856445312,rho,0
27,8.407683372497559,rho,0
28,8.639663696289062,rho,0
29,8.879558563232422,rho,0
30,9.134307861328125,rho,0
31,9.326330184936523,rho,0
32,9.574944496154785,rho,0
33,9.830585479736328,rho,0
34,10.070656776428223,rho,0
35,10.269784927368164,rho,0
36,10.469366073608398,rho,0
37,10.720416069030762,rho,0
38,10.920572280883789,rho,0
39,11.07353401184082,rho,0
40,11.247429847717285,rho,0
41,11.449714660644531,rho,0
42,11.635562896728516,rho,0
43,11.816895484924316,rho,0
44,12.009848594665527,rho,0
45,12.220529556274414,rho,0
46,12.393787384033203,rho,0
47,12.567785263061523,rho,0
48,12.739863395690918,rho,0
49,12.896012306213379,rho,0
50,13.078132629394531,rho,0
0,18.059507369995117,beta,1
1,18.532054901123047,beta,1
2,18.495187759399414,beta,1
3,18.487253189086914,beta,1
4,18.347272872924805,beta,1
5,18.222671508789062,beta,1
6,18.0706844329834,beta,1
7,17.987348556518555,beta,1
8,17.738754272460938,beta,1
9,17.780332565307617,beta,1
10,17.807039260864258,beta,1
11,17.80760383605957,beta,1
12,17.664121627807617,beta,1
13,17.971330642700195,beta,1
14,18.071121215820312,beta,1
15,18.19328498840332,beta,1
16,18.041563034057617,beta,1
17,17.995649337768555,beta,1
18,17.888261795043945,beta,1
19,17.79202651977539,beta,1
20,17.840457916259766,beta,1
21,17.854141235351562,beta,1
22,17.799745559692383,beta,1
23,17.86966323852539,beta,1
24,17.84514045715332,beta,1
25,17.730205535888672,beta,1
26,17.82188606262207,beta,1
27,17.603878021240234,beta,1
28,17.626028060913086,beta,1
29,17.333433151245117,beta,1
30,17.40696907043457,beta,1
31,17.35748863220215,beta,1
32,17.246402740478516,beta,1
33,17.32139778137207,beta,1
34,17.532121658325195,beta,1
35,17.505191802978516,beta,1
36,17.404497146606445,beta,1
37,17.424482345581055,beta,1
38,17.49500846862793,beta,1
39,17.391935348510742,beta,1
40,17.45473861694336,beta,1
41,17.616167068481445,beta,1
42,17.60744857788086,beta,1
43,17.463680267333984,beta,1
44,17.333559036254883,beta,1
45,17.33940315246582,beta,1
46,17.208023071289062,beta,1
47,17.063655853271484,beta,1
48,17.132871627807617,beta,1
49,17.14486312866211,beta,1
50,17.106855392456055,beta,1
0,0.5191360116004944,mu_EI,1
1,1.1227418184280396,mu_EI,1
2,1.045614242553711,mu_EI,1
3,0.6226088404655457,mu_EI,1
4,0.5881568193435669,mu_EI,1
5,0.6746588945388794,mu_EI,1
6,0.8372242450714111,mu_EI,1
7,0.9579668641090393,mu_EI,1
8,0.9657792448997498,mu_EI,1
9,1.0372868776321411,mu_EI,1
10,1.05614173412323,mu_EI,1
11,1.5716913938522339,mu_EI,1
12,1.7717550992965698,mu_EI,1
13,1.8428823947906494,mu_EI,1
14,1.8653680086135864,mu_EI,1
15,1.7580046653747559,mu_EI,1
16,1.9140455722808838,mu_EI,1
17,1.8968700170516968,mu_EI,1
18,1.687902569770813,mu_EI,1
19,1.7489409446716309,mu_EI,1
20,1.6859670877456665,mu_EI,1
21,1.8775845766067505,mu_EI,1
22,1.7634543180465698,mu_EI,1
23,1.85345458984375,mu_EI,1
24,1.8754749298095703,mu_EI,1
25,2.066091775894165,mu_EI,1
26,2.117033004760742,mu_EI,1
27,2.039722204208374,mu_EI,1
28,2.031075954437256,mu_EI,1
29,2.018035650253296,mu_EI,1
30,1.7744501829147339,mu_EI,1
31,1.6774733066558838,mu_EI,1
32,1.8855093717575073,mu_EI,1
33,1.8850231170654297,mu_EI,1
34,1.9520498514175415,mu_EI,1
35,1.8843464851379395,mu_EI,1
36,1.8412688970565796,mu_EI,1
37,2.0597612857818604,mu_EI,1
38,2.0852549076080322,mu_EI,1
39,2.031961679458618,mu_EI,1
40,1.8614765405654907,mu_EI,1
41,1.8677576780319214,mu_EI,1
42,2.0267863273620605,mu_EI,1
43,1.8745617866516113,mu_EI,1
44,1.732366681098938,mu_EI,1
45,1.6293962001800537,mu_EI,1
46,1.6994367837905884,mu_EI,1
47,1.9039440155029297,mu_EI,1
48,1.896725058555603,mu_EI,1
49,1.7600808143615723,mu_EI,1
50,1.7224409580230713,mu_EI,1
0,0.37440386414527893,mu_IR,1
1,0.40197956562042236,mu_IR,1
2,0.5769246220588684,mu_IR,1
3,0.48047196865081787,mu_IR,1
4,0.4135242700576782,mu_IR,1
5,0.34665921330451965,mu_IR,1
6,0.26648858189582825,mu_IR,1
7,0.14649227261543274,mu_IR,1
8,0.17026521265506744,mu_IR,1
9,0.06336842477321625,mu_IR,1
10,0.05768495053052902,mu_IR,1
11,0.15134303271770477,mu_IR,1
12,0.17917321622371674,mu_IR,1
13,0.1670343577861786,mu_IR,1
14,0.2025415599346161,mu_IR,1
15,0.388337105512619,mu_IR,1
16,0.40241193771362305,mu_IR,1
17,0.4064832925796509,mu_IR,1
18,0.2823600471019745,mu_IR,1
19,0.2712881863117218,mu_IR,1
20,0.34556907415390015,mu_IR,1
21,0.3305950462818146,mu_IR,1
22,0.3829212784767151,mu_IR,1
23,0.4706166982650757,mu_IR,1
24,0.3905606269836426,mu_IR,1
25,0.3697085380554199,mu_IR,1
26,0.6016802787780762,mu_IR,1
27,0.5884765386581421,mu_IR,1
28,0.6158208847045898,mu_IR,1
29,0.6574988961219788,mu_IR,1
30,0.7019814252853394,mu_IR,1
31,0.7561407089233398,mu_IR,1
32,0.7523499727249146,mu_IR,1
33,0.749147355556488,mu_IR,1
34,0.7691339254379272,mu_IR,1
35,0.8056143522262573,mu_IR,1
36,0.9096564650535583,mu_IR,1
37,0.9395617842674255,mu_IR,1
38,0.885263204574585,mu_IR,1
39,0.8822965025901794,mu_IR,1
40,0.8578738570213318,mu_IR,1
41,0.842190682888031,mu_IR,1
42,0.8084478378295898,mu_IR,1
43,0.7933472990989685,mu_IR,1
44,0.6504301428794861,mu_IR,1
45,0.6650963425636292,mu_IR,1
46,0.7253867387771606,mu_IR,1
47,0.7090358138084412,mu_IR,1
48,0.6658517122268677,mu_IR,1
49,0.6939334273338318,mu_IR,1
50,0.6875378489494324,mu_IR,1
0,2300000.0,N,1
1,2300000.0,N,1
2,2300000.0,N,1
3,2300000.0,N,1
4,2300000.0,N,1
5,2300000.0,N,1
6,2300000.0,N,1
7,2300000.0,N,1
8,2300000.0,N,1
9,2300000.0,N,1
10,2300000.0,N,1
11,2300000.0,N,1
12,2300000.0,N,1
13,2300000.0,N,1
14,2300000.0,N,1
15,2300000.0,N,1
16,2300000.0,N,1
17,2300000.0,N,1
18,2300000.0,N,1
19,2300000.0,N,1
20,2300000.0,N,1
21,2300000.0,N,1
22,2300000.0,N,1
23,2300000.0,N,1
24,2300000.0,N,1
25,2300000.0,N,1
26,2300000.0,N,1
27,2300000.0,N,1
28,2300000.0,N,1
29,2300000.0,N,1
30,2300000.0,N,1
31,2300000.0,N,1
32,2300000.0,N,1
33,2300000.0,N,1
34,2300000.0,N,1
35,2300000.0,N,1
36,2300000.0,N,1
37,2300000.0,N,1
38,2300000.0,N,1
39,2300000.0,N,1
40,2300000.0,N,1
41,2300000.0,N,1
42,2300000.0,N,1
43,2300000.0,N,1
44,2300000.0,N,1
45,2300000.0,N,1
46,2300000.0,N,1
47,2300000.0,N,1
48,2300000.0,N,1
49,2300000.0,N,1
50,2300000.0,N,1
0,0.4491129219532013,rho,1
1,0.8168509602546692,rho,1
2,1.1826845407485962,rho,1
3,1.530559778213501,rho,1
4,1.8572521209716797,rho,1
5,2.1327741146087646,rho,1
6,2.458472967147827,rho,1
7,2.7575581073760986,rho,1
8,3.1357805728912354,rho,1
9,3.4482524394989014,rho,1
10,3.7604892253875732,rho,1
11,4.061314105987549,rho,1
12,4.36458158493042,rho,1
13,4.635258674621582,rho,1
14,4.930048942565918,rho,1
15,5.2624335289001465,rho,1
16,5.527572154998779,rho,1
17,5.804476737976074,rho,1
18,6.148421764373779,rho,1
19,6.395615100860596,rho,1
20,6.656425476074219,rho,1
21,6.885381698608398,rho,1
22,7.199730396270752,rho,1
23,7.434976100921631,rho,1
24,7.674866199493408,rho,1
25,7.865142345428467,rho,1
26,8.090326309204102,rho,1
27,8.380769729614258,rho,1
28,8.638518333435059,rho,1
29,8.9012451171875,rho,1
30,9.129271507263184,rho,1
31,9.371211051940918,rho,1
32,9.58714485168457,rho,1
33,9.742441177368164,rho,1
34,9.959535598754883,rho,1
35,10.165497779846191,rho,1
36,10.34479808807373,rho,1
37,10.523574829101562,rho,1
38,10.714116096496582,rho,1
39,10.875950813293457,rho,1
40,11.083329200744629,rho,1
41,11.257695198059082,rho,1
42,11.47681999206543,rho,1
43,11.659419059753418,rho,1
44,11.844253540039062,rho,1
45,12.008740425109863,rho,1
46,12.194655418395996,rho,1
47,12.362634658813477,rho,1
48,12.474085807800293,rho,1
49,12.62428092956543,rho,1
50,12.790694236755371,rho,1
0,17.652429580688477,beta,2
1,17.60866928100586,beta,2
2,17.57778549194336,beta,2
3,17.362714767456055,beta,2
4,17.334352493286133,beta,2
5,17.400131225585938,beta,2
6,17.410430908203125,beta,2
7,17.523344039916992,beta,2
8,17.797117233276367,beta,2
9,17.770261764526367,beta,2
10,17.45278549194336,beta,2
11,17.305055618286133,beta,2
12,17.514799118041992,beta,2
13,17.75880241394043,beta,2
14,17.469038009643555,beta,2
15,17.488250732421875,beta,2
16,17.802732467651367,beta,2
17,17.826753616333008,beta,2
18,17.907379150390625,beta,2
19,17.870956420898438,beta,2
20,17.732851028442383,beta,2
21,17.674970626831055,beta,2
22,17.38882827758789,beta,2
23,17.467987060546875,beta,2
24,17.366729736328125,beta,2
25,17.511505126953125,beta,2
26,17.650480270385742,beta,2
27,17.629146575927734,beta,2
28,17.70524787902832,beta,2
29,17.780820846557617,beta,2
30,17.80398178100586,beta,2
31,18.03207015991211,beta,2
32,18.010089874267578,beta,2
33,18.026382446289062,beta,2
34,17.902036666870117,beta,2
35,17.918109893798828,beta,2
36,18.14845085144043,beta,2
37,17.955780029296875,beta,2
38,17.747926712036133,beta,2
39,17.916704177856445,beta,2
40,18.216522216796875,beta,2
41,18.286144256591797,beta,2
42,18.112211227416992,beta,2
43,18.008663177490234,beta,2
44,17.973323822021484,beta,2
45,18.193265914916992,beta,2
46,18.275835037231445,beta,2
47,18.10251235961914,beta,2
48,18.210344314575195,beta,2
49,18.00739860534668,beta,2
50,17.95822525024414,beta,2
0,0.4035224914550781,mu_EI,2
1,0.29627296328544617,mu_EI,2
2,0.530983030796051,mu_EI,2
3,0.8178511261940002,mu_EI,2
4,0.6596035361289978,mu_EI,2
5,0.8591801524162292,mu_EI,2
6,0.6993659138679504,mu_EI,2
7,0.8616847395896912,mu_EI,2
8,1.1178711652755737,mu_EI,2
9,1.1857755184173584,mu_EI,2
10,1.207553744316101,mu_EI,2
11,1.1835248470306396,mu_EI,2
12,1.3421269655227661,mu_EI,2
13,1.5627778768539429,mu_EI,2
14,1.6728020906448364,mu_EI,2
15,1.8336602449417114,mu_EI,2
16,2.0008699893951416,mu_EI,2
17,1.8372328281402588,mu_EI,2
18,2.101670026779175,mu_EI,2
19,2.144904851913452,mu_EI,2
20,2.172527551651001,mu_EI,2
21,2.327068567276001,mu_EI,2
22,2.484302282333374,mu_EI,2
23,2.293064594268799,mu_EI,2
24,2.342539072036743,mu_EI,2
25,2.1840596199035645,mu_EI,2
26,2.242614507675171,mu_EI,2
27,2.383711338043213,mu_EI,2
28,2.1289288997650146,mu_EI,2
29,2.2335150241851807,mu_EI,2
30,2.163747549057007,mu_EI,2
31,2.0485434532165527,mu_EI,2
32,2.181847095489502,mu_EI,2
33,1.9791960716247559,mu_EI,2
34,1.956844687461853,mu_EI,2
35,2.068937301635742,mu_EI,2
36,2.0220353603363037,mu_EI,2
37,2.0492897033691406,mu_EI,2
38,1.799169659614563,mu_EI,2
39,1.7008095979690552,mu_EI,2
40,1.7799166440963745,mu_EI,2
41,1.4057527780532837,mu_EI,2
42,1.4005502462387085,mu_EI,2
43,1.4644908905029297,mu_EI,2
44,1.4806252717971802,mu_EI,2
45,1.3784942626953125,mu_EI,2
46,1.4298795461654663,mu_EI,2
47,1.4976046085357666,mu_EI,2
48,1.4935173988342285,mu_EI,2
49,1.6104044914245605,mu_EI,2
50,1.6929428577423096,mu_EI,2
0,0.3103252053260803,mu_IR,2
1,0.2964058518409729,mu_IR,2
2,0.36443132162094116,mu_IR,2
3,0.3903670608997345,mu_IR,2
4,0.36168524622917175,mu_IR,2
5,0.3010737895965576,mu_IR,2
6,0.3004157841205597,mu_IR,2
7,0.3823043406009674,mu_IR,2
8,0.42234814167022705,mu_IR,2
9,0.3967033624649048,mu_IR,2
10,0.26502683758735657,mu_IR,2
11,0.2460031360387802,mu_IR,2
12,0.36518430709838867,mu_IR,2
13,0.5047573447227478,mu_IR,2
14,0.5226306319236755,mu_IR,2
15,0.508695125579834,mu_IR,2
16,0.528192937374115,mu_IR,2
17,0.580277681350708,mu_IR,2
18,0.4646930396556854,mu_IR,2
19,0.44242537021636963,mu_IR,2
20,0.5251107215881348,mu_IR,2
21,0.6296167373657227,mu_IR,2
22,0.6287578344345093,mu_IR,2
23,0.5429506897926331,mu_IR,2
24,0.5474323630332947,mu_IR,2
25,0.5616058707237244,mu_IR,2
26,0.43852025270462036,mu_IR,2
27,0.4053019881248474,mu_IR,2
28,0.5199370384216309,mu_IR,2
29,0.6800297498703003,mu_IR,2
30,0.5970388650894165,mu_IR,2
31,0.6791614294052124,mu_IR,2
32,0.7380750179290771,mu_IR,2
33,0.7314113974571228,mu_IR,2
34,0.7252772450447083,mu_IR,2
35,0.7460528016090393,mu_IR,2
36,0.7545414566993713,mu_IR,2
37,0.6874428987503052,mu_IR,2
38,0.7854252457618713,mu_IR,2
39,0.7526320815086365,mu_IR,2
40,0.7390918135643005,mu_IR,2
41,0.683135986328125,mu_IR,2
42,0.6769453883171082,mu_IR,2
43,0.7135778665542603,mu_IR,2
44,0.7388306260108948,mu_IR,2
45,0.6397329568862915,mu_IR,2
46,0.6869117021560669,mu_IR,2
47,0.6405755877494812,mu_IR,2
48,0.6421645283699036,mu_IR,2
49,0.6778376698493958,mu_IR,2
50,0.6685743927955627,mu_IR,2
0,2300000.0,N,2
1,2300000.0,N,2
2,2300000.0,N,2
3,2300000.0,N,2
4,2300000.0,N,2
5,2300000.0,N,2
6,2300000.0,N,2
7,2300000.0,N,2
8,2300000.0,N,2
9,2300000.0,N,2
10,2300000.0,N,2
11,2300000.0,N,2
12,2300000.0,N,2
13,2300000.0,N,2
14,2300000.0,N,2
15,2300000.0,N,2
16,2300000.0,N,2
17,2300000.0,N,2
18,2300000.0,N,2
19,2300000.0,N,2
20,2300000.0,N,2
21,2300000.0,N,2
22,2300000.0,N,2
23,2300000.0,N,2
24,2300000.0,N,2
25,2300000.0,N,2
26,2300000.0,N,2
27,2300000.0,N,2
28,2300000.0,N,2
29,2300000.0,N,2
30,2300000.0,N,2
31,2300000.0,N,2
32,2300000.0,N,2
33,2300000.0,N,2
34,2300000.0,N,2
35,2300000.0,N,2
36,2300000.0,N,2
37,2300000.0,N,2
38,2300000.0,N,2
39,2300000.0,N,2
40,2300000.0,N,2
41,2300000.0,N,2
42,2300000.0,N,2
43,2300000.0,N,2
44,2300000.0,N,2
45,2300000.0,N,2
46,2300000.0,N,2
47,2300000.0,N,2
48,2300000.0,N,2
49,2300000.0,N,2
50,2300000.0,N,2
0,0.8679351210594177,rho,2
1,1.2302131652832031,rho,2
2,1.560501217842102,rho,2
3,1.8843153715133667,rho,2
4,2.182487726211548,rho,2
5,2.456573486328125,rho,2
6,2.7916500568389893,rho,2
7,3.112255334854126,rho,2
8,3.4327549934387207,rho,2
9,3.7520601749420166,rho,2
10,4.146152496337891,rho,2
11,4.421302318572998,rho,2
12,4.73611307144165,rho,2
13,4.99249267578125,rho,2
14,5.285135746002197,rho,2
15,5.582239627838135,rho,2
16,5.826181411743164,rho,2
17,6.1046881675720215,rho,2
18,6.360995292663574,rho,2
19,6.6118550300598145,rho,2
20,6.8847832679748535,rho,2
21,7.201622486114502,rho,2
22,7.451164245605469,rho,2
23,7.710067272186279,rho,2
24,7.934989929199219,rho,2
25,8.190512657165527,rho,2
26,8.475249290466309,rho,2
27,8.749738693237305,rho,2
28,8.93455696105957,rho,2
29,9.156956672668457,rho,2
30,9.388230323791504,rho,2
31,9.59493350982666,rho,2
32,9.788115501403809,rho,2
33,9.99036979675293,rho,2
34,10.187353134155273,rho,2
35,10.392730712890625,rho,2
36,10.57765007019043,rho,2
37,10.825072288513184,rho,2
38,11.059188842773438,rho,2
39,11.265233039855957,rho,2
40,11.465330123901367,rho,2
41,11.675984382629395,rho,2
42,11.906083106994629,rho,2
43,12.105405807495117,rho,2
44,12.257991790771484,rho,2
45,12.39158821105957,rho,2
46,12.632231712341309,rho,2
47,12.780096054077148,rho,2
48,12.943862915039062,rho,2
49,13.128643035888672,rho,2
50,13.279922485351562,rho,2
0,18.58942222595215,beta,3
1,19.09859848022461,beta,3
2,19.096378326416016,beta,3
3,19.312902450561523,beta,3
4,19.31540298461914,beta,3
5,19.269500732421875,beta,3
6,19.205392837524414,beta,3
7,19.25113296508789,beta,3
8,19.25153923034668,beta,3
9,19.242549896240234,beta,3
10,19.078144073486328,beta,3
11,19.14371109008789,beta,3
12,19.095125198364258,beta,3
13,18.877262115478516,beta,3
14,19.12932777404785,beta,3
15,18.829383850097656,beta,3
16,19.06744956970215,beta,3
17,18.913496017456055,beta,3
18,18.94919776916504,beta,3
19,18.883779525756836,beta,3
20,18.876914978027344,beta,3
21,18.990739822387695,beta,3
22,18.771324157714844,beta,3
23,18.741554260253906,beta,3
24,18.694746017456055,beta,3
25,18.660167694091797,beta,3
26,18.66065216064453,beta,3
27,18.619794845581055,beta,3
28,18.403892517089844,beta,3
29,18.43874168395996,beta,3
30,18.388545989990234,beta,3
31,18.479961395263672,beta,3
32,18.39499282836914,beta,3
33,18.318870544433594,beta,3
34,18.4657039642334,beta,3
35,18.525732040405273,beta,3
36,18.552854537963867,beta,3
37,18.351028442382812,beta,3
38,18.165624618530273,beta,3
39,18.069631576538086,beta,3
40,18.06144905090332,beta,3
41,17.992664337158203,beta,3
42,17.8839054107666,beta,3
43,17.852981567382812,beta,3
44,17.8386173248291,beta,3
45,17.759672164916992,beta,3
46,17.685733795166016,beta,3
47,17.892425537109375,beta,3
48,17.920766830444336,beta,3
49,17.950435638427734,beta,3
50,18.004606246948242,beta,3
0,0.5938287377357483,mu_EI,3
1,0.3402133584022522,mu_EI,3
2,0.6640170812606812,mu_EI,3
3,0.7268868684768677,mu_EI,3
4,1.2104480266571045,mu_EI,3
5,1.1321107149124146,mu_EI,3
6,0.5447726845741272,mu_EI,3
7,0.8358202576637268,mu_EI,3
8,0.6815537810325623,mu_EI,3
9,0.7725649476051331,mu_EI,3
10,0.7745859622955322,mu_EI,3
11,0.7768294215202332,mu_EI,3
12,0.5807165503501892,mu_EI,3
13,0.5994825959205627,mu_EI,3
14,0.30703970789909363,mu_EI,3
15,0.4463151693344116,mu_EI,3
16,0.47902438044548035,mu_EI,3
17,0.3833025395870209,mu_EI,3
18,0.6021853685379028,mu_EI,3
19,0.7184445858001709,mu_EI,3
20,0.7714511752128601,mu_EI,3
21,0.7601581811904907,mu_EI,3
22,0.8555765151977539,mu_EI,3
23,0.8599266409873962,mu_EI,3
24,0.933366596698761,mu_EI,3
25,0.8973287343978882,mu_EI,3
26,0.9209443926811218,mu_EI,3
27,0.9748662710189819,mu_EI,3
28,1.1501202583312988,mu_EI,3
29,1.3001999855041504,mu_EI,3
30,1.0291645526885986,mu_EI,3
31,1.0651520490646362,mu_EI,3
32,0.9716031551361084,mu_EI,3
33,0.8913826942443848,mu_EI,3
34,0.744662344455719,mu_EI,3
35,0.7010782957077026,mu_EI,3
36,0.5421894788742065,mu_EI,3
37,0.6191335916519165,mu_EI,3
38,0.6189388632774353,mu_EI,3
39,0.5409032106399536,mu_EI,3
40,0.6094995141029358,mu_EI,3
41,0.6627638339996338,mu_EI,3
42,0.7085679173469543,mu_EI,3
43,0.760438084602356,mu_EI,3
44,0.7017800211906433,mu_EI,3
45,0.5982106924057007,mu_EI,3
46,0.5308939814567566,mu_EI,3
47,0.6426570415496826,mu_EI,3
48,0.6787341237068176,mu_EI,3
