iteration,loglik,run
0,,7
1,-8092839.5,7
2,-10830585.0,7
3,-12087018.0,7
4,-9719356.0,7
5,-12033430.0,7
6,-12004305.0,7
7,-11642597.0,7
8,-10061172.0,7
9,-27659.634765625,7
10,-27567.017578125,7
11,-8956407.0,7
12,-9224223.0,7
13,-10257087.0,7
14,-10305082.0,7
15,-10533734.0,7
16,-11678932.0,7
17,-12289507.0,7
18,-13353526.0,7
19,-13715853.0,7
20,-14541365.0,7
21,-14119392.0,7
22,-14234836.0,7
23,-13480148.0,7
24,-14174242.0,7
25,-13510773.0,7
26,-13910911.0,7
27,-14042451.0,7
28,-14400707.0,7
29,-14371404.0,7
30,-15167502.0,7
31,-15177012.0,7
32,-14611771.0,7
33,-15496840.0,7
34,-15791974.0,7
35,-17192592.0,7
36,-18238442.0,7
37,-18822276.0,7
38,-18626074.0,7
39,-18395718.0,7
40,-18712798.0,7
41,-20198672.0,7
42,-20220482.0,7
43,-20834810.0,7
44,-22740768.0,7
45,-22292564.0,7
46,-23707126.0,7
47,-24411312.0,7
48,-24844454.0,7
49,-26320964.0,7
50,-27596292.0,7
