iteration,loglik,run
0,,0
1,-3.4028234663852886e+38,0
2,-3.4028234663852886e+38,0
3,-3.4028234663852886e+38,0
4,-3.4028234663852886e+38,0
5,-3.4028234663852886e+38,0
6,-3.4028234663852886e+38,0
7,-3.4028234663852886e+38,0
8,-3.4028234663852886e+38,0
9,-3.4028234663852886e+38,0
10,-3.4028234663852886e+38,0
11,-3.4028234663852886e+38,0
12,-3.4028234663852886e+38,0
13,-3.4028234663852886e+38,0
14,-3.4028234663852886e+38,0
15,-3.4028234663852886e+38,0
16,-3.4028234663852886e+38,0
17,-3.4028234663852886e+38,0
18,-3.4028234663852886e+38,0
19,-3.4028234663852886e+38,0
20,-3.4028234663852886e+38,0
21,-3.4028234663852886e+38,0
22,-3.4028234663852886e+38,0
23,-3.4028234663852886e+38,0
24,-3.4028234663852886e+38,0
25,-3.4028234663852886e+38,0
26,-3.4028234663852886e+38,0
27,-3.4028234663852886e+38,0
28,-3.4028234663852886e+38,0
29,-3.4028234663852886e+38,0
30,-3.4028234663852886e+38,0
31,-3.4028234663852886e+38,0
32,-3.4028234663852886e+38,0
33,-3.4028234663852886e+38,0
34,-3.4028234663852886e+38,0
35,-3.4028234663852886e+38,0
36,-3.4028234663852886e+38,0
37,-3.4028234663852886e+38,0
38,-3.4028234663852886e+38,0
39,-3.4028234663852886e+38,0
40,-3.4028234663852886e+38,0
41,-3.4028234663852886e+38,0
42,-3.4028234663852886e+38,0
43,-3.4028234663852886e+38,0
44,-3.4028234663852886e+38,0
45,-3.4028234663852886e+38,0
46,-3.4028234663852886e+38,0
47,-3.4028234663852886e+38,0
48,-3.4028234663852886e+38,0
49,-3.4028234663852886e+38,0
50,-3.4028234663852886e+38,0
0,,1
1,-3.4028234663852886e+38,1
2,-3.4028234663852886e+38,1
3,-3.4028234663852886e+38,1
4,-3.4028234663852886e+38,1
5,-3.4028234663852886e+38,1
6,-3.4028234663852886e+38,1
7,-3.4028234663852886e+38,1
8,-3.4028234663852886e+38,1
9,-3.4028234663852886e+38,1
10,-3.4028234663852886e+38,1
11,-3.4028234663852886e+38,1
12,-3.4028234663852886e+38,1
13,-3.4028234663852886e+38,1
14,-3.4028234663852886e+38,1
15,-3.4028234663852886e+38,1
16,-3.4028234663852886e+38,1
17,-3.4028234663852886e+38,1
18,-3.4028234663852886e+38,1
19,-3.4028234663852886e+38,1
20,-3.4028234663852886e+38,1
21,-3.4028234663852886e+38,1
22,-3.4028234663852886e+38,1
23,-3.4028234663852886e+38,1
24,-3.4028234663852886e+38,1
25,-3.4028234663852886e+38,1
26,-3.4028234663852886e+38,1
27,-3.4028234663852886e+38,1
28,-3.4028234663852886e+38,1
29,-3.4028234663852886e+38,1
30,-3.4028234663852886e+38,1
31,-3.4028234663852886e+38,1
32,-3.4028234663852886e+38,1
33,-3.4028234663852886e+38,1
34,-3.4028234663852886e+38,1
35,-3.4028234663852886e+38,1
36,-3.4028234663852886e+38,1
37,-3.4028234663852886e+38,1
38,-3.4028234663852886e+38,1
39,-3.4028234663852886e+38,1
40,-3.4028234663852886e+38,1
41,-3.4028234663852886e+38,1
42,-3.4028234663852886e+38,1
43,-3.4028234663852886e+38,1
44,-3.4028234663852886e+38,1
45,-3.4028234663852886e+38,1
46,-3.4028234663852886e+38,1
47,-3.4028234663852886e+38,1
48,-3.4028234663852886e+38,1
49,-3.4028234663852886e+38,1
50,-3.4028234663852886e+38,1
0,,2
1,-3.4028234663852886e+38,2
2,-3.4028234663852886e+38,2
3,-3.4028234663852886e+38,2
4,-3.4028234663852886e+38,2
5,-3.4028234663852886e+38,2
6,-3.4028234663852886e+38,2
7,-3.4028234663852886e+38,2
8,-3.4028234663852886e+38,2
9,-3.4028234663852886e+38,2
10,-3.4028234663852886e+38,2
11,-3.4028234663852886e+38,2
12,-3.4028234663852886e+38,2
13,-3.4028234663852886e+38,2
14,-3.4028234663852886e+38,2
15,-3.4028234663852886e+38,2
16,-3.4028234663852886e+38,2
17,-3.4028234663852886e+38,2
18,-3.4028234663852886e+38,2
19,-3.4028234663852886e+38,2
20,-3.4028234663852886e+38,2
21,-3.4028234663852886e+38,2
22,-3.4028234663852886e+38,2
23,-3.4028234663852886e+38,2
24,-3.4028234663852886e+38,2
25,-3.4028234663852886e+38,2
26,-3.4028234663852886e+38,2
27,-3.4028234663852886e+38,2
28,-3.4028234663852886e+38,2
29,-3.4028234663852886e+38,2
30,-3.4028234663852886e+38,2
31,-3.4028234663852886e+38,2
32,-3.4028234663852886e+38,2
33,-3.4028234663852886e+38,2
34,-3.4028234663852886e+38,2
35,-3.4028234663852886e+38,2
36,-3.4028234663852886e+38,2
37,-3.4028234663852886e+38,2
38,-3.4028234663852886e+38,2
39,-3.4028234663852886e+38,2
40,-3.4028234663852886e+38,2
41,-3.4028234663852886e+38,2
42,-3.4028234663852886e+38,2
43,-3.4028234663852886e+38,2
44,-3.4028234663852886e+38,2
45,-3.4028234663852886e+38,2
46,-3.4028234663852886e+38,2
47,-3.4028234663852886e+38,2
48,-3.4028234663852886e+38,2
49,-3.4028234663852886e+38,2
50,-3.4028234663852886e+38,2
