time,Y,S
1.0,2.9370077151410947,0.15303998206760516
2.0,3.42703053993916,0.38284387992042274
3.0,3.0452066462948766,-0.14828303686129105
4.0,3.216557373757223,-0.33886340281591315
5.0,3.078779100380631,-0.5320355313617876
6.0,3.2719716524171543,0.11423491750122287
7.0,3.3128401667129475,-0.23778650689176004
8.0,2.7620508201103253,0.24114023778671556
9.0,3.0232171771357477,0.16276692135336754
10.0,2.3724864084985957,0.10041703108423138
11.0,2.772182073784273,0.597547837151122
12.0,2.562717670523467,0.0785579656477347
13.0,2.6033865294618175,0.059629131728391134
14.0,2.7264343519709526,0.27522088541516254
15.0,2.9614300340814106,-0.6476639109286798
16.0,3.532456638206501,-0.11210312073326577
17.0,3.441746489400213,-0.009004537525304722
18.0,3.087050510479211,0.29495247735654484
19.0,3.202829929285181,0.4335828055380634
20.0,2.688399627452095,-0.413176325828554
21.0,3.068455380188338,0.5393028583865379
22.0,3.226351228463552,0.4871841770109895
23.0,3.144091589586632,0.008835311955043392
24.0,3.0117843756245364,0.20898746192961248
25.0,3.2740544627716024,-0.10060575332215277
26.0,4.006210490877828,-0.38267814005553813
27.0,4.188539399249297,-0.2700161454964042
28.0,3.9209733050952917,-0.10681965430419794
29.0,4.166521444234917,-0.350747607497416
30.0,4.251469349927698,0.008223062715722628
31.0,3.663378148637055,-0.3329871113215063
32.0,3.893950379263466,-0.27152265023594585
33.0,3.5663792535594134,-0.5047491163967955
34.0,4.056478553225246,-0.37050822635554187
35.0,3.510807981982657,-0.5170245269870268
36.0,3.3265764705719194,-0.15558314770271423
37.0,2.9924390670532675,-0.09211999415969563
38.0,2.568496942892332,-0.5098583411380773
39.0,2.514642618448363,-0.21091470682236324
40.0,2.419845376140035,0.08848015403926988
41.0,2.906993078229484,0.08032989152058131
42.0,3.5139022457084224,-0.06436657945199721
43.0,3.3592190241033255,0.16909284667234714
44.0,3.5813390973045816,-0.12312581689598537
45.0,3.785755164545043,0.06834735835329642
46.0,4.007483385871506,-0.3994931919607389
47.0,3.698140774383785,-0.8966193301155918
48.0,3.6834039120744477,-0.7656026671008284
49.0,4.1489719282215995,-0.07635841610897172
50.0,4.331926273791239,-0.396174052118326
51.0,4.009168483030844,-0.1226623958865113
52.0,4.132691339461082,0.2753560723802144
53.0,3.78481694522964,0.4830749976055479
54.0,4.48162062590914,0.45781511054618906
55.0,4.2811397394366,0.25077204974055506
56.0,3.525417987997941,0.4633241754215315
57.0,4.375027514820898,-0.15116692976813917
58.0,3.985426810566881,-0.3751719718082179
59.0,3.4057237837262493,-0.19192968248159378
60.0,4.119232884261359,0.01884931123104484
61.0,3.986336704687791,-0.09877201886007725
62.0,3.9081951220783724,0.19690530758510064
63.0,4.265197817489877,-0.2939870931405993
64.0,3.6899846956151174,0.35547837185350517
65.0,3.474293850366504,-0.0725117398680891
66.0,3.5112083820500817,0.16522862645750783
67.0,3.3344192788659393,0.3456682231251699
68.0,3.262650897163326,-0.00556427352591938
69.0,3.3740844642810504,0.41262874561043966
70.0,3.2409396935655144,0.1988961847050399
71.0,2.870695850267866,-0.031179272310749382
72.0,2.7098781527887117,0.20675623967923115
73.0,3.3353317667421662,0.6566399802399591
74.0,2.836458147951121,0.00871444391955438
75.0,3.2697885209355335,0.04574000198767793
76.0,3.28035549824252,0.05821934659401988
77.0,2.5965914897372397,-0.1866919644639921
78.0,2.3893954925961522,-0.05169986603421752
79.0,2.546424342868528,0.05617636672427802
80.0,2.5225544879450545,-0.3487866487303937
81.0,2.673899588997896,-0.11407899478231617
82.0,3.3564204027807802,0.48317994646233214
83.0,3.2863444940788673,0.35736328867114103
84.0,3.0869433052414905,-0.2359131148590617
85.0,3.3110333119816144,-0.21065656931016077
86.0,3.309451061481357,-0.45999599769012406
87.0,3.401746022640753,0.10911456297441625
88.0,2.903801030854977,-0.38625639972714526
89.0,3.170184695362474,0.10605743770923556
90.0,2.583706322359107,0.6287319035963069
91.0,2.2856887012751774,0.19828044351445667
92.0,2.0263456803723643,-0.18049918780859112
93.0,1.8271037789298978,-0.05655984967430999
94.0,2.0146110908979815,0.11968611129970029
95.0,2.6313762934189806,-0.0725739007438813
96.0,2.4233900050877897,-0.12425224606952963
97.0,2.5936472378014717,0.33114367070563805
98.0,2.5802014245166034,0.3323571039468086
99.0,2.5157065253251187,0.47045175202662654
100.0,2.285792025207668,-0.4195913799573447
101.0,1.939891269912392,-0.5695525080648117
102.0,1.8918293680933427,-0.1964169833826563
103.0,1.8552568553339956,-0.5145654354947871
104.0,2.022288614939499,-0.038256330540516734
105.0,1.9454260903560017,0.502616031217905
106.0,1.941205629487381,0.30785874705954325
107.0,2.1664102051561684,-0.33961868159868175
108.0,2.1714883073056597,-0.15675736635500445
109.0,2.54241992388442,0.10465645523992462
110.0,2.5506266543808542,0.3248333652492016
111.0,2.8426458037967546,0.10028807567330697
112.0,2.966462635422451,-0.25249737618054313
113.0,2.9431282146438242,-0.22997082079028972
114.0,3.086605002465136,-0.026565746834181968
115.0,3.7304105517305306,-0.33282106067672274
116.0,3.6469545415263784,-0.5661541746738362
117.0,3.644953868670667,-0.3489489700059878
118.0,3.7950045122887412,0.3021474483107761
119.0,4.1040559346499155,0.4490845164138185
120.0,4.816964190585478,0.4326522521175424
121.0,5.174828628974932,0.37391306688022374
122.0,4.933383723887754,0.10311296457574318
123.0,4.578309679745816,-0.11996081321426459
124.0,3.67515201493673,-0.0002496103545089721
125.0,4.095054283974592,0.31519800993927954
126.0,3.802436017754973,0.5454699254595158
127.0,4.0929291899306985,0.44581225210031766
128.0,4.222106948460422,0.3838569199263366
129.0,4.299951237554245,0.8547063388431398
130.0,4.013200671903584,0.939276394939844
131.0,3.7155616480250813,-0.06967941845276943
132.0,3.8314068987654113,-0.2552214274528732
133.0,3.9161771964891234,0.12180072802033959
134.0,3.828183695693019,0.09400791425430584
135.0,3.859913222993525,0.2860215802468079
136.0,3.8565905917936023,0.8791271363208266
137.0,3.6654975877676934,0.4825080080817932
138.0,3.671149898134281,-0.21384353382119584
139.0,3.771414329848313,-0.515675146109231
140.0,3.3819180670192357,-0.0987807019238974
141.0,3.4204478853813347,-0.1939564732809251
142.0,3.448995478028959,-0.6828888244154893
