model,n_train,n_test,loglik_train_sum,loglik_test_sum,mean_loglik_train,mean_loglik_test,qlike_test,qlike_train,mse_test,mz_a,mz_b,mz_a_se,mz_b_se,mz_b_tstat_vs_1,mz_r2
"EGARCH(2,1,1)-Normal",1255,504,3636.8227080053352,1527.8151999458637,2.897866699605845,3.0313793649719516,-7.9006357963532485,-7.633610465621035,3.8048050770500364e-07,-5.65334422790222e-05,1.3148103962764652,6.551107649838784e-05,0.4941529175339432,0.6370708036037064,0.10535052039355519
