time_stamp,temperature,relative_humidity,air_pressure,wind_speed,pm10,pm2.5,pm1.0,u.wind,v.wind,coarse_pm,log_pm25,log_coarse_pm
2021-01-01,-2.7720833333333332,57.487500000000004,1024.8229166666667,0.9454281529143831,38.06333333333333,27.69541666666667,24.998333333333335,0.025000000000000005,-0.07041666666666666,10.367916666666666,3.321266936205499,2.338716102026177
2021-01-02,-2.7720833333333332,57.487500000000004,1024.8229166666667,0.9454281529143831,38.06333333333333,27.69541666666667,24.998333333333335,0.025000000000000005,-0.07041666666666666,10.367916666666666,3.321266936205499,2.338716102026177
2021-01-03,-4.244583333333334,42.14416666666667,1030.2237499999999,1.1164362615741616,59.740833333333335,21.438333333333333,13.2975,0.7366666666666667,-0.7420833333333333,38.3025,3.065180596862569,3.6455151682077718
2021-01-04,-4.388333333333334,45.166666666666664,1033.0241666666666,0.44093688188307784,54.543749999999996,28.865416666666665,22.78708333333333,0.19416666666666668,-0.27541666666666664,25.67833333333333,3.362644223422282,3.2456475753656284
2021-01-05,-1.7845833333333332,56.162083333333335,1029.1020833333334,0.8965677590142273,54.61083333333334,37.322916666666664,32.69,-0.33,-0.5116666666666666,17.287916666666668,3.6196075258371176,2.850007798893723
2021-01-06,-4.449791666666666,54.373958333333334,1025.4670833333334,1.2729535996535082,45.720625,28.72479166666667,24.248541666666664,0.26166666666666666,-0.6545833333333333,16.995833333333334,3.357760571025026,2.8329682159755674
2021-01-07,-7.114999999999999,52.58583333333333,1021.8320833333333,1.649339440292789,36.830416666666665,20.12666666666667,15.807083333333333,0.8533333333333334,-0.7975,16.70375,3.002045635610583,2.8156332451131334
2021-01-08,-13.688749999999999,45.977916666666665,1025.9616666666666,2.022668683025459,19.79563492063492,11.12420634920635,9.04888888888889,0.86375,-1.7704166666666667,8.67142857142857,2.409123486110346,2.160033549010139
2021-01-09,-13.228333333333333,42.919999999999995,1023.7354166666668,1.3824292537839913,20.11332194121668,12.18898154477102,10.481483253588516,0.46208333333333335,-1.2049999999999998,7.92434039644566,2.5005323915837043,2.069939085567066
2021-01-10,-10.9,50.893750000000004,1024.7520833333333,0.6510689564115719,39.293143939393936,26.364734848484847,23.363825757575757,0.29125,-0.26458333333333334,12.928409090909092,3.2720273159807842,2.5594271450674646
