iteration,loglik,run
0,,3
1,-6697603.5,3
2,-9972810.0,3
3,-30568990.0,3
4,-35825352.0,3
5,-27892246.0,3
6,-42372900.0,3
7,-67226048.0,3
8,-132528048.0,3
9,-27586.203125,3
10,-27512.802734375,3
11,-27436.287109375,3
12,-27355.96875,3
13,-27280.62109375,3
14,-27211.783203125,3
15,-27159.447265625,3
16,-27097.76171875,3
17,-27038.951171875,3
18,-26993.046875,3
19,-26946.279296875,3
20,-26907.720703125,3
21,-26870.42578125,3
22,-26835.779296875,3
23,-26797.46484375,3
24,-26759.369140625,3
25,-26729.115234375,3
26,-26694.13671875,3
27,-26661.548828125,3
28,-26627.224609375,3
29,-26596.71875,3
30,-26567.125,3
31,-26540.064453125,3
32,-26514.744140625,3
33,-26488.0,3
34,-26463.712890625,3
35,-26443.046875,3
36,-26422.533203125,3
37,-26399.033203125,3
38,-26373.169921875,3
39,-26351.9140625,3
40,-26333.58203125,3
41,-26315.02734375,3
42,-26299.076171875,3
43,-26283.919921875,3
44,-26269.3671875,3
45,-26254.984375,3
46,-26241.123046875,3
47,-26225.39453125,3
48,-26210.994140625,3
49,-26198.556640625,3
50,-26187.3828125,3
