iteration,value,parameter,run
0,21.598182678222656,beta,0
1,21.378896713256836,beta,0
2,21.335081100463867,beta,0
3,21.615774154663086,beta,0
4,21.918947219848633,beta,0
5,22.392770767211914,beta,0
6,22.27384376525879,beta,0
7,22.134950637817383,beta,0
8,22.290733337402344,beta,0
9,22.618457794189453,beta,0
10,22.806262969970703,beta,0
11,22.990022659301758,beta,0
12,22.774076461791992,beta,0
13,23.054841995239258,beta,0
14,22.898574829101562,beta,0
15,23.063539505004883,beta,0
16,23.06828498840332,beta,0
17,22.9907283782959,beta,0
18,22.842355728149414,beta,0
19,22.86677360534668,beta,0
20,22.78449249267578,beta,0
21,22.800016403198242,beta,0
22,22.713464736938477,beta,0
23,22.57797622680664,beta,0
24,22.513296127319336,beta,0
25,22.5468692779541,beta,0
26,22.682355880737305,beta,0
27,22.711891174316406,beta,0
28,22.59691047668457,beta,0
29,22.676218032836914,beta,0
30,22.741289138793945,beta,0
31,22.50286293029785,beta,0
32,22.307804107666016,beta,0
33,22.25623893737793,beta,0
34,22.13761329650879,beta,0
35,22.240734100341797,beta,0
36,22.23084831237793,beta,0
37,22.223468780517578,beta,0
38,22.133047103881836,beta,0
39,22.194581985473633,beta,0
40,22.246660232543945,beta,0
41,22.21684455871582,beta,0
42,22.2227725982666,beta,0
43,22.152179718017578,beta,0
44,22.153718948364258,beta,0
45,22.092453002929688,beta,0
46,22.072612762451172,beta,0
47,22.025999069213867,beta,0
48,21.998626708984375,beta,0
49,22.019655227661133,beta,0
50,21.826854705810547,beta,0
0,0.6510947346687317,mu_EI,0
1,0.34313201904296875,mu_EI,0
2,0.26017242670059204,mu_EI,0
3,-0.03117927722632885,mu_EI,0
4,0.10454677790403366,mu_EI,0
5,-0.016981933265924454,mu_EI,0
6,-0.47413384914398193,mu_EI,0
7,-0.737392246723175,mu_EI,0
8,-0.6251623630523682,mu_EI,0
9,-0.9081547856330872,mu_EI,0
10,-1.2793452739715576,mu_EI,0
11,-1.2214397192001343,mu_EI,0
12,-1.3008660078048706,mu_EI,0
13,-1.3955700397491455,mu_EI,0
14,-1.462228775024414,mu_EI,0
15,-1.616947054862976,mu_EI,0
16,-1.5749320983886719,mu_EI,0
17,-1.498239517211914,mu_EI,0
18,-1.6549227237701416,mu_EI,0
19,-1.5936120748519897,mu_EI,0
20,-1.478840947151184,mu_EI,0
21,-1.4379030466079712,mu_EI,0
22,-1.448583960533142,mu_EI,0
23,-1.3872556686401367,mu_EI,0
24,-1.652801275253296,mu_EI,0
25,-1.7901363372802734,mu_EI,0
26,-1.7423878908157349,mu_EI,0
27,-1.6430091857910156,mu_EI,0
28,-1.5294438600540161,mu_EI,0
29,-1.469742774963379,mu_EI,0
30,-1.505953311920166,mu_EI,0
31,-1.634018063545227,mu_EI,0
32,-1.6523281335830688,mu_EI,0
33,-1.5396076440811157,mu_EI,0
34,-1.6559247970581055,mu_EI,0
35,-1.6281177997589111,mu_EI,0
36,-1.5695420503616333,mu_EI,0
37,-1.5626332759857178,mu_EI,0
38,-1.55258309841156,mu_EI,0
39,-1.51368248462677,mu_EI,0
40,-1.4992362260818481,mu_EI,0
41,-1.5357153415679932,mu_EI,0
42,-1.561647653579712,mu_EI,0
43,-1.4852339029312134,mu_EI,0
44,-1.5391967296600342,mu_EI,0
45,-1.342454433441162,mu_EI,0
46,-1.2572448253631592,mu_EI,0
47,-1.191731333732605,mu_EI,0
48,-1.1295422315597534,mu_EI,0
49,-1.1544604301452637,mu_EI,0
50,-1.220040202140808,mu_EI,0
0,0.26221224665641785,mu_IR,0
1,0.2396642565727234,mu_IR,0
2,0.19133083522319794,mu_IR,0
3,0.23556536436080933,mu_IR,0
4,0.2914270758628845,mu_IR,0
5,0.21584321558475494,mu_IR,0
6,0.2802579402923584,mu_IR,0
7,0.3565997779369354,mu_IR,0
8,0.35926514863967896,mu_IR,0
9,0.4033513069152832,mu_IR,0
10,0.408197283744812,mu_IR,0
11,0.4187173545360565,mu_IR,0
12,0.37326985597610474,mu_IR,0
13,0.2672583758831024,mu_IR,0
14,0.3543499708175659,mu_IR,0
15,0.26861995458602905,mu_IR,0
16,0.3083043396472931,mu_IR,0
17,0.32616108655929565,mu_IR,0
18,0.43982449173927307,mu_IR,0
19,0.3033548593521118,mu_IR,0
20,0.30663594603538513,mu_IR,0
21,0.3011302053928375,mu_IR,0
22,0.37498027086257935,mu_IR,0
23,0.34546393156051636,mu_IR,0
24,0.2514887750148773,mu_IR,0
25,0.3028367757797241,mu_IR,0
26,0.2466665655374527,mu_IR,0
27,0.31182098388671875,mu_IR,0
28,0.4310602843761444,mu_IR,0
29,0.5255756974220276,mu_IR,0
30,0.4678601026535034,mu_IR,0
31,0.5269954800605774,mu_IR,0
32,0.5717834830284119,mu_IR,0
33,0.6736965179443359,mu_IR,0
34,0.7398788332939148,mu_IR,0
35,0.7734944224357605,mu_IR,0
36,0.7231401801109314,mu_IR,0
37,0.6730722188949585,mu_IR,0
38,0.7176836133003235,mu_IR,0
39,0.7427386045455933,mu_IR,0
40,0.7865181565284729,mu_IR,0
41,0.7384488582611084,mu_IR,0
42,0.6418416500091553,mu_IR,0
43,0.6542422771453857,mu_IR,0
44,0.5808282494544983,mu_IR,0
45,0.586315393447876,mu_IR,0
46,0.5970889925956726,mu_IR,0
47,0.6289529800415039,mu_IR,0
48,0.6603120565414429,mu_IR,0
49,0.6880626082420349,mu_IR,0
50,0.7404641509056091,mu_IR,0
0,2300000.0,N,0
1,2300000.0,N,0
2,2300000.0,N,0
3,2300000.0,N,0
4,2300000.0,N,0
5,2300000.0,N,0
6,2300000.0,N,0
7,2300000.0,N,0
8,2300000.0,N,0
9,2300000.0,N,0
10,2300000.0,N,0
11,2300000.0,N,0
12,2300000.0,N,0
13,2300000.0,N,0
14,2300000.0,N,0
15,2300000.0,N,0
16,2300000.0,N,0
17,2300000.0,N,0
18,2300000.0,N,0
19,2300000.0,N,0
20,2300000.0,N,0
21,2300000.0,N,0
22,2300000.0,N,0
23,2300000.0,N,0
24,2300000.0,N,0
25,2300000.0,N,0
26,2300000.0,N,0
27,2300000.0,N,0
28,2300000.0,N,0
29,2300000.0,N,0
30,2300000.0,N,0
31,2300000.0,N,0
32,2300000.0,N,0
33,2300000.0,N,0
34,2300000.0,N,0
35,2300000.0,N,0
36,2300000.0,N,0
37,2300000.0,N,0
38,2300000.0,N,0
39,2300000.0,N,0
40,2300000.0,N,0
41,2300000.0,N,0
42,2300000.0,N,0
43,2300000.0,N,0
44,2300000.0,N,0
45,2300000.0,N,0
46,2300000.0,N,0
47,2300000.0,N,0
48,2300000.0,N,0
49,2300000.0,N,0
50,2300000.0,N,0
0,0.405671089887619,rho,0
1,0.7214708924293518,rho,0
2,1.0739328861236572,rho,0
3,1.375799298286438,rho,0
4,1.728163242340088,rho,0
5,2.16270112991333,rho,0
6,2.4447731971740723,rho,0
7,2.730029821395874,rho,0
8,3.02034330368042,rho,0
9,3.36575984954834,rho,0
10,3.6471261978149414,rho,0
11,3.913055896759033,rho,0
12,4.211474418640137,rho,0
13,4.497688293457031,rho,0
14,4.769776821136475,rho,0
15,5.124092102050781,rho,0
16,5.422574043273926,rho,0
17,5.690268516540527,rho,0
18,5.973260879516602,rho,0
19,6.232823371887207,rho,0
20,6.48350191116333,rho,0
21,6.794910907745361,rho,0
22,7.0308332443237305,rho,0
23,7.246136665344238,rho,0
24,7.509509563446045,rho,0
25,7.765507698059082,rho,0
26,8.013747215270996,rho,0
27,8.233036994934082,rho,0
28,8.464886665344238,rho,0
29,8.704724311828613,rho,0
30,8.959481239318848,rho,0
31,9.151870727539062,rho,0
32,9.400187492370605,rho,0
