iteration,value,parameter,run
0,24.844392776489258,beta,0
1,24.625097274780273,beta,0
2,24.58129119873047,beta,0
3,24.639745712280273,beta,0
4,24.942697525024414,beta,0
5,25.416526794433594,beta,0
6,25.304527282714844,beta,0
7,25.160985946655273,beta,0
8,25.310863494873047,beta,0
9,25.642210006713867,beta,0
10,25.825593948364258,beta,0
11,26.00886344909668,beta,0
12,25.802242279052734,beta,0
13,26.078603744506836,beta,0
14,25.923038482666016,beta,0
15,26.087289810180664,beta,0
16,26.092037200927734,beta,0
17,26.014951705932617,beta,0
18,25.86627769470215,beta,0
19,25.89078140258789,beta,0
20,25.807859420776367,beta,0
21,25.823768615722656,beta,0
22,25.737197875976562,beta,0
23,25.603313446044922,beta,0
24,25.535043716430664,beta,0
25,25.570737838745117,beta,0
26,25.704862594604492,beta,0
27,25.73512840270996,beta,0
28,25.620988845825195,beta,0
29,25.698707580566406,beta,0
30,25.764909744262695,beta,0
31,25.532236099243164,beta,0
32,25.333097457885742,beta,0
33,25.280311584472656,beta,0
34,25.162446975708008,beta,0
35,25.263652801513672,beta,0
36,25.25341033935547,beta,0
37,25.247343063354492,beta,0
38,25.157506942749023,beta,0
39,25.21586799621582,beta,0
40,25.274839401245117,beta,0
41,25.216995239257812,beta,0
42,25.242067337036133,beta,0
43,25.18864631652832,beta,0
44,25.195600509643555,beta,0
45,25.136905670166016,beta,0
46,25.112077713012695,beta,0
47,25.066471099853516,beta,0
48,24.99655532836914,beta,0
49,25.00640296936035,beta,0
50,24.946632385253906,beta,0
0,0.4639778435230255,mu_EI,0
1,0.15601515769958496,mu_EI,0
2,0.07305558770895004,mu_EI,0
3,-0.07838981598615646,mu_EI,0
4,0.057476289570331573,mu_EI,0
5,-0.06405240297317505,mu_EI,0
6,-0.5162739157676697,mu_EI,0
7,-0.7829371094703674,mu_EI,0
8,-0.6746023297309875,mu_EI,0
9,-0.9552252292633057,mu_EI,0
10,-1.32265043258667,mu_EI,0
11,-1.2665914297103882,mu_EI,0
12,-1.3460814952850342,mu_EI,0
13,-1.4426404237747192,mu_EI,0
14,-1.5108654499053955,mu_EI,0
15,-1.664016842842102,mu_EI,0
16,-1.622002363204956,mu_EI,0
17,-1.5452880859375,mu_EI,0
18,-1.7020777463912964,mu_EI,0
19,-1.641076683998108,mu_EI,0
20,-1.5292326211929321,mu_EI,0
21,-1.484973669052124,mu_EI,0
22,-1.4947537183761597,mu_EI,0
23,-1.4352339506149292,mu_EI,0
24,-1.6979594230651855,mu_EI,0
25,-1.8373451232910156,mu_EI,0
26,-1.7894426584243774,mu_EI,0
27,-1.6923617124557495,mu_EI,0
28,-1.57700777053833,mu_EI,0
29,-1.5176669359207153,mu_EI,0
30,-1.554053783416748,mu_EI,0
31,-1.678486943244934,mu_EI,0
32,-1.6989226341247559,mu_EI,0
33,-1.586750864982605,mu_EI,0
34,-1.7017446756362915,mu_EI,0
35,-1.6755410432815552,mu_EI,0
36,-1.6190248727798462,mu_EI,0
37,-1.6099165678024292,mu_EI,0
38,-1.6001023054122925,mu_EI,0
39,-1.5610405206680298,mu_EI,0
40,-1.5453342199325562,mu_EI,0
41,-1.5690526962280273,mu_EI,0
42,-1.6158033609390259,mu_EI,0
43,-1.465671420097351,mu_EI,0
44,-1.3819812536239624,mu_EI,0
45,-1.1666544675827026,mu_EI,0
46,-1.0793519020080566,mu_EI,0
47,-1.0107107162475586,mu_EI,0
48,-1.0404247045516968,mu_EI,0
49,-1.1132524013519287,mu_EI,0
50,-1.055538535118103,mu_EI,0
0,0.2789611220359802,mu_IR,0
1,0.25641319155693054,mu_IR,0
2,0.20807971060276031,mu_IR,0
3,0.19332394003868103,mu_IR,0
4,0.24912649393081665,mu_IR,0
5,0.17354275286197662,mu_IR,0
6,0.23672206699848175,mu_IR,0
7,0.3126058280467987,mu_IR,0
8,0.3200824558734894,mu_IR,0
9,0.3610510230064392,mu_IR,0
10,0.3661407232284546,mu_IR,0
11,0.37613725662231445,mu_IR,0
12,0.33057233691215515,mu_IR,0
13,0.2249579131603241,mu_IR,0
14,0.31167420744895935,mu_IR,0
15,0.22631953656673431,mu_IR,0
16,0.2660038471221924,mu_IR,0
17,0.28364452719688416,mu_IR,0
18,0.3975088596343994,mu_IR,0
19,0.2617255449295044,mu_IR,0
20,0.26426535844802856,mu_IR,0
21,0.2588297128677368,mu_IR,0
22,0.3305387794971466,mu_IR,0
23,0.30404436588287354,mu_IR,0
24,0.20937255024909973,mu_IR,0
25,0.2605240046977997,mu_IR,0
26,0.20475298166275024,mu_IR,0
27,0.26757150888442993,mu_IR,0
28,0.38863128423690796,mu_IR,0
29,0.4828006625175476,mu_IR,0
30,0.4264494776725769,mu_IR,0
31,0.48295170068740845,mu_IR,0
32,0.5295442342758179,mu_IR,0
33,0.6311510801315308,mu_IR,0
34,0.6969766616821289,mu_IR,0
35,0.7314984202384949,mu_IR,0
36,0.6822588443756104,mu_IR,0
37,0.630929172039032,mu_IR,0
38,0.6747821569442749,mu_IR,0
39,0.7004204392433167,mu_IR,0
40,0.7441404461860657,mu_IR,0
41,0.6939671039581299,mu_IR,0
42,0.6003451943397522,mu_IR,0
43,0.6713531613349915,mu_IR,0
44,0.6834615468978882,mu_IR,0
45,0.7085345387458801,mu_IR,0
46,0.7124808430671692,mu_IR,0
47,0.744773805141449,mu_IR,0
48,0.7780576348304749,mu_IR,0
49,0.8070269823074341,mu_IR,0
50,0.84814453125,mu_IR,0
0,2300000.0,N,0
1,2300000.0,N,0
2,2300000.0,N,0
3,2300000.0,N,0
4,2300000.0,N,0
5,2300000.0,N,0
6,2300000.0,N,0
7,2300000.0,N,0
8,2300000.0,N,0
9,2300000.0,N,0
10,2300000.0,N,0
11,2300000.0,N,0
12,2300000.0,N,0
13,2300000.0,N,0
14,2300000.0,N,0
15,2300000.0,N,0
16,2300000.0,N,0
17,2300000.0,N,0
18,2300000.0,N,0
19,2300000.0,N,0
20,2300000.0,N,0
21,2300000.0,N,0
22,2300000.0,N,0
23,2300000.0,N,0
24,2300000.0,N,0
25,2300000.0,N,0
26,2300000.0,N,0
27,2300000.0,N,0
28,2300000.0,N,0
29,2300000.0,N,0
30,2300000.0,N,0
31,2300000.0,N,0
32,2300000.0,N,0
33,2300000.0,N,0
34,2300000.0,N,0
35,2300000.0,N,0
36,2300000.0,N,0
37,2300000.0,N,0
38,2300000.0,N,0
39,2300000.0,N,0
40,2300000.0,N,0
41,2300000.0,N,0
42,2300000.0,N,0
43,2300000.0,N,0
44,2300000.0,N,0
45,2300000.0,N,0
46,2300000.0,N,0
47,2300000.0,N,0
48,2300000.0,N,0
49,2300000.0,N,0
50,2300000.0,N,0
0,0.6300772428512573,rho,0
1,0.9458770155906677,rho,0
2,1.2983391284942627,rho,0
3,1.6111890077590942,rho,0
4,1.9635636806488037,rho,0
5,2.398101568222046,rho,0
6,2.680039405822754,rho,0
7,2.965317964553833,rho,0
8,3.255638599395752,rho,0
9,3.601158857345581,rho,0
10,3.8824379444122314,rho,0
11,4.148327350616455,rho,0
12,4.446688652038574,rho,0
13,4.73308801651001,rho,0
14,5.005025386810303,rho,0
15,5.359492301940918,rho,0
16,5.657973766326904,rho,0
17,5.925569534301758,rho,0
18,6.2086181640625,rho,0
19,6.4680585861206055,rho,0
20,6.718735218048096,rho,0
21,7.030309677124023,rho,0
22,7.265748023986816,rho,0
23,7.48123025894165,rho,0
24,7.74481725692749,rho,0
25,8.00088882446289,rho,0
26,8.248952865600586,rho,0
27,8.467937469482422,rho,0
28,8.700068473815918,rho,0
29,8.939969062805176,rho,0
30,9.194695472717285,rho,0
31,9.386539459228516,rho,0
32,9.635320663452148,rho,0
33,9.890945434570312,rho,0
34,10.131007194519043,rho,0
35,10.330242156982422,rho,0
36,10.52979850769043,rho,0
37,10.780745506286621,rho,0
38,10.980849266052246,rho,0
39,11.133825302124023,rho,0
40,11.307732582092285,rho,0
41,11.510096549987793,rho,0
42,11.695812225341797,rho,0
43,11.87706184387207,rho,0
44,12.070001602172852,rho,0
45,12.280865669250488,rho,0
46,12.454010009765625,rho,0
47,12.62802505493164,rho,0
48,12.800050735473633,rho,0
49,12.956480979919434,rho,0
50,13.13835334777832,rho,0
0,17.841890335083008,beta,1
1,18.314441680908203,beta,1
2,18.27757453918457,beta,1
3,18.26963996887207,beta,1
4,18.12966537475586,beta,1
5,18.005062103271484,beta,1
6,17.85307502746582,beta,1
7,17.769731521606445,beta,1
8,17.521135330200195,beta,1
9,17.56271743774414,beta,1
10,17.58942985534668,beta,1
11,17.58999252319336,beta,1
12,17.446502685546875,beta,1
13,17.753719329833984,beta,1
14,17.853511810302734,beta,1
15,17.975671768188477,beta,1
16,17.82394790649414,beta,1
17,17.778032302856445,beta,1
18,17.670650482177734,beta,1
19,17.57441520690918,beta,1
20,17.622846603393555,beta,1
21,17.636531829833984,beta,1
22,17.582136154174805,beta,1
23,17.652053833007812,beta,1
24,17.281694412231445,beta,1
25,17.16676139831543,beta,1
26,17.319486618041992,beta,1
27,17.101472854614258,beta,1
28,17.123624801635742,beta,1
29,16.831026077270508,beta,1
30,16.660078048706055,beta,1
31,16.610595703125,beta,1
32,16.737886428833008,beta,1
33,16.94597053527832,beta,1
34,16.943574905395508,beta,1
35,16.91665267944336,beta,1
36,16.911762237548828,beta,1
37,16.864072799682617,beta,1
38,16.733579635620117,beta,1
39,16.630508422851562,beta,1
40,16.518070220947266,beta,1
41,16.415021896362305,beta,1
42,16.406301498413086,beta,1
43,16.17147445678711,beta,1
44,16.26937484741211,beta,1
45,16.364181518554688,beta,1
46,16.232803344726562,beta,1
47,16.067869186401367,beta,1
48,16.045839309692383,beta,1
49,16.154462814331055,beta,1
50,16.217403411865234,beta,1
0,0.46423763036727905,mu_EI,1
1,1.0678435564041138,mu_EI,1
2,0.9907158613204956,mu_EI,1
3,0.5677103996276855,mu_EI,1
4,0.5332583785057068,mu_EI,1
5,0.6197603940963745,mu_EI,1
6,0.782325804233551,mu_EI,1
7,0.903068482875824,mu_EI,1
8,0.9108808636665344,mu_EI,1
9,0.982388436794281,mu_EI,1
10,1.0012433528900146,mu_EI,1
11,1.5167925357818604,mu_EI,1
12,1.7168564796447754,mu_EI,1
13,1.7879844903945923,mu_EI,1
14,1.8104701042175293,mu_EI,1
15,1.7031059265136719,mu_EI,1
16,1.8591465950012207,mu_EI,1
17,1.8419718742370605,mu_EI,1
18,1.6330046653747559,mu_EI,1
19,1.6940423250198364,mu_EI,1
20,1.6310690641403198,mu_EI,1
21,1.822686791419983,mu_EI,1
22,1.7085556983947754,mu_EI,1
23,1.798555850982666,mu_EI,1
24,1.863580346107483,mu_EI,1
25,2.054196834564209,mu_EI,1
26,2.024503469467163,mu_EI,1
27,1.9471930265426636,mu_EI,1
28,1.9385466575622559,mu_EI,1
29,1.9255064725875854,mu_EI,1
30,2.036522150039673,mu_EI,1
31,1.9395451545715332,mu_EI,1
32,1.9423273801803589,mu_EI,1
33,1.9522632360458374,mu_EI,1
34,1.8068253993988037,mu_EI,1
35,1.7391221523284912,mu_EI,1
36,1.76167631149292,mu_EI,1
37,1.8001422882080078,mu_EI,1
38,1.8648207187652588,mu_EI,1
39,1.8115273714065552,mu_EI,1
40,1.75230073928833,mu_EI,1
41,1.862351894378662,mu_EI,1
42,2.02138090133667,mu_EI,1
43,1.958614706993103,mu_EI,1
44,1.9838045835494995,mu_EI,1
45,1.8814220428466797,mu_EI,1
46,1.951463222503662,mu_EI,1
47,1.8026942014694214,mu_EI,1
48,1.8879315853118896,mu_EI,1
49,1.7920546531677246,mu_EI,1
50,1.8493043184280396,mu_EI,1
0,0.4275209307670593,mu_IR,1
1,0.4550967812538147,mu_IR,1
2,0.6300418376922607,mu_IR,1
3,0.5335889458656311,mu_IR,1
4,0.4666414260864258,mu_IR,1
5,0.399776428937912,mu_IR,1
6,0.3196057975292206,mu_IR,1
7,0.19960945844650269,mu_IR,1
8,0.22338241338729858,mu_IR,1
9,0.11648556590080261,mu_IR,1
10,0.110802061855793,mu_IR,1
11,0.20446015894412994,mu_IR,1
12,0.23229028284549713,mu_IR,1
13,0.22015143930912018,mu_IR,1
14,0.25565865635871887,mu_IR,1
15,0.44145411252975464,mu_IR,1
16,0.45552918314933777,mu_IR,1
17,0.4596004784107208,mu_IR,1
18,0.33547720313072205,mu_IR,1
19,0.32440537214279175,mu_IR,1
20,0.3986862301826477,mu_IR,1
21,0.3837122917175293,mu_IR,1
22,0.4360384941101074,mu_IR,1
23,0.5237336754798889,mu_IR,1
24,0.5829159021377563,mu_IR,1
25,0.5620636940002441,mu_IR,1
26,0.516456127166748,mu_IR,1
27,0.5032521486282349,mu_IR,1
28,0.5305966734886169,mu_IR,1
29,0.5722746849060059,mu_IR,1
30,0.43612906336784363,mu_IR,1
31,0.4902881383895874,mu_IR,1
32,0.5261038541793823,mu_IR,1
33,0.5938693881034851,mu_IR,1
34,0.6238847374916077,mu_IR,1
35,0.6603651642799377,mu_IR,1
36,0.6034041047096252,mu_IR,1
37,0.654396653175354,mu_IR,1
38,0.6097131371498108,mu_IR,1
39,0.6067465543746948,mu_IR,1
40,0.6430683732032776,mu_IR,1
41,0.5736435651779175,mu_IR,1
42,0.5399003624916077,mu_IR,1
43,0.45786044001579285,mu_IR,1
44,0.5710134506225586,mu_IR,1
45,0.5736023187637329,mu_IR,1
46,0.6338929533958435,mu_IR,1
47,0.6458339691162109,mu_IR,1
48,0.6439059972763062,mu_IR,1
49,0.6786803603172302,mu_IR,1
50,0.7474249005317688,mu_IR,1
0,2300000.0,N,1
1,2300000.0,N,1
2,2300000.0,N,1
3,2300000.0,N,1
4,2300000.0,N,1
5,2300000.0,N,1
